id,price,brand,model,year,title_status,mileage,color,state,country
795,8350,dodge,journey,2017,clean vehicle,90685,white,florida,usa
796,27900,dodge,charger,2017,clean vehicle,54141,orange,florida,usa
797,14500,dodge,door,2016,clean vehicle,82240,white,pennsylvania,usa
798,6200,dodge,door,2016,clean vehicle,66167,silver,pennsylvania,usa
799,7500,dodge,door,2012,clean vehicle,144220,gray,pennsylvania,usa
800,20200,dodge,caravan,2019,clean vehicle,24722,black,illinois,usa
801,29300,dodge,durango,2019,clean vehicle,41198,silver,illinois,usa
802,31000,dodge,durango,2019,clean vehicle,26353,black,illinois,usa
803,32400,dodge,durango,2019,clean vehicle,28280,white,illinois,usa
804,5800,dodge,door,2012,clean vehicle,130120,white,minnesota,usa
805,21500,dodge,charger,2019,clean vehicle,15340,black,texas,usa
806,23100,dodge,charger,2018,clean vehicle,12265,silver,michigan,usa
807,4500,dodge,van,2014,clean vehicle,94872,gray,texas,usa
808,24800,dodge,charger,2018,clean vehicle,17946,silver,michigan,usa
809,23000,dodge,charger,2018,clean vehicle,26996,gray,michigan,usa
810,26900,dodge,journey,2019,clean vehicle,5775,gray,wisconsin,usa
811,21500,dodge,challenger,2018,clean vehicle,6748,gray,wisconsin,usa
812,15700,dodge,journey,2018,clean vehicle,38128,white,wisconsin,usa
813,15200,dodge,caravan,2018,clean vehicle,41636,silver,wisconsin,usa
814,23300,dodge,charger,2018,clean vehicle,5359,blue,wisconsin,usa
815,6100,dodge,door,2015,clean vehicle,70296,white,minnesota,usa
816,20000,dodge,journey,2017,clean vehicle,11346,green,wisconsin,usa
817,53000,dodge,challenger,2017,clean vehicle,7415,no_color,illinois,usa
818,3000,dodge,door,2013,clean vehicle,107593,orange,minnesota,usa
819,18200,dodge,door,2016,clean vehicle,50639,black,new jersey,usa
820,21800,dodge,challenger,2019,clean vehicle,6530,gray,arizona,usa
821,52000,dodge,charger,2016,clean vehicle,17432,blue,illinois,usa
822,19000,dodge,charger,2019,clean vehicle,19636,black,arizona,usa
823,25000,dodge,challenger,2016,clean vehicle,41748,no_color,illinois,usa
824,36000,dodge,challenger,2016,clean vehicle,13162,red,illinois,usa
825,17000,dodge,caravan,2019,clean vehicle,32937,white,georgia,usa
826,25300,dodge,door,2015,clean vehicle,23095,red,wisconsin,usa
827,14900,dodge,journey,2017,clean vehicle,34432,gray,wisconsin,usa
828,15000,dodge,caravan,2017,clean vehicle,48162,no_color,wisconsin,usa
829,12995,dodge,doors,2014,clean vehicle,68310,gray,massachusetts,usa
830,17750,dodge,doors,2014,clean vehicle,48000,black,massachusetts,usa
831,10295,dodge,doors,2014,clean vehicle,105962,black,pennsylvania,usa
832,16995,dodge,doors,2014,clean vehicle,96575,gray,connecticut,usa
833,25000,dodge,doors,2014,clean vehicle,13239,toreador red,new york,usa
834,23995,dodge,doors,2014,clean vehicle,24934,bright white clearcoat,rhode island,usa
835,14900,dodge,doors,2014,clean vehicle,46859,billet silver metallic clearcoat,new jersey,usa
836,15810,dodge,doors,2014,clean vehicle,44468,black clearcoat,new york,usa
837,20227,dodge,doors,2014,clean vehicle,62230,jazz blue pearlcoat,new york,usa
838,20999,dodge,doors,2014,clean vehicle,37082,silver,new york,usa
839,22499,dodge,doors,2014,clean vehicle,23964,bright white clearcoat,new jersey,usa
840,23495,dodge,doors,2014,clean vehicle,11204,black clearcoat,new york,usa
841,25250,dodge,doors,2014,clean vehicle,7608,billet silver metallic clearcoat,new york,usa
842,15322,dodge,doors,2014,clean vehicle,49982,billet silver metallic clearcoat,new jersey,usa
843,21232,dodge,charger,2019,clean vehicle,4950,gray,texas,usa
844,5800,dodge,journey,2013,clean vehicle,111628,white,wisconsin,usa
845,29000,dodge,door,2012,clean vehicle,15927,black,illinois,usa
846,17000,dodge,caravan,2018,clean vehicle,36299,gray,new jersey,usa
847,13800,dodge,journey,2018,clean vehicle,28469,red,florida,usa
848,30000,dodge,durango,2019,clean vehicle,29086,gray,missouri,usa
849,14800,dodge,caravan,2017,clean vehicle,35991,gray,florida,usa
850,8500,dodge,journey,2017,clean vehicle,62224,black,missouri,usa
851,9800,dodge,door,2013,clean vehicle,86500,white,missouri,usa
852,4200,dodge,door,2014,clean vehicle,144725,gray,nevada,usa
853,2500,dodge,van,2013,salvage insurance,163260,red,tennessee,usa
854,28700,dodge,charger,2018,clean vehicle,19636,blue,california,usa
855,18500,dodge,challenger,2018,clean vehicle,34272,gray,california,usa
856,17300,dodge,challenger,2018,clean vehicle,42909,no_color,california,usa
857,7100,dodge,door,2016,clean vehicle,55749,gray,louisiana,usa
858,3250,dodge,door,2015,salvage insurance,89142,white,minnesota,usa
859,30700,dodge,durango,2017,clean vehicle,20328,no_color,california,usa
860,3000,dodge,door,2012,clean vehicle,149332,gray,missouri,usa
861,26500,dodge,durango,2019,clean vehicle,28551,gray,california,usa
862,20800,dodge,charger,2019,clean vehicle,35098,gray,california,usa
863,20800,dodge,charger,2019,clean vehicle,35365,gray,california,usa
864,5100,dodge,door,2015,clean vehicle,88398,white,california,usa
865,18900,dodge,challenger,2019,clean vehicle,27957,black,california,usa
866,24000,dodge,durango,2019,clean vehicle,30161,silver,california,usa
867,38800,dodge,challenger,2015,clean vehicle,26292,white,california,usa
868,24500,dodge,durango,2019,clean vehicle,25780,white,california,usa
869,24500,dodge,durango,2019,clean vehicle,25032,black,california,usa
870,6500,dodge,door,2016,clean vehicle,72248,blue,new jersey,usa
871,24000,dodge,durango,2019,clean vehicle,30630,gray,california,usa
872,18000,dodge,door,2014,clean vehicle,86125,no_color,california,usa
873,24000,dodge,durango,2019,clean vehicle,30408,white,california,usa
874,23500,dodge,durango,2019,clean vehicle,35443,silver,california,usa
875,4500,dodge,van,2014,clean vehicle,95377,white,california,usa
876,25900,dodge,durango,2019,clean vehicle,32724,silver,california,usa
877,13900,dodge,caravan,2019,clean vehicle,45089,gray,california,usa
878,14200,dodge,journey,2019,clean vehicle,35948,silver,california,usa
879,15400,dodge,caravan,2019,clean vehicle,41601,blue,california,usa
880,17500,dodge,challenger,2019,clean vehicle,26370,gray,texas,usa
881,17500,dodge,caravan,2019,clean vehicle,18271,white,texas,usa
882,18000,dodge,caravan,2019,clean vehicle,9476,white,texas,usa
883,25200,dodge,door,2012,clean vehicle,80899,gray,new jersey,usa
884,14100,dodge,caravan,2018,clean vehicle,57394,black,texas,usa
885,13300,dodge,caravan,2018,clean vehicle,42190,white,california,usa
886,16200,dodge,caravan,2019,clean vehicle,22591,black,oklahoma,usa
887,13300,dodge,caravan,2018,clean vehicle,48681,gray,california,usa
888,13100,dodge,caravan,2018,clean vehicle,42621,silver,california,usa
889,15500,dodge,caravan,2017,clean vehicle,27761,silver,california,usa
890,4500,dodge,door,2013,salvage insurance,107768,white,california,usa
891,28400,dodge,durango,2019,clean vehicle,14355,gray,colorado,usa
892,17400,dodge,caravan,2019,clean vehicle,9467,gray,colorado,usa
893,6000,dodge,door,2014,clean vehicle,122837,silver,florida,usa
894,20700,dodge,challenger,2019,clean vehicle,18313,gray,virginia,usa
895,20300,dodge,challenger,2019,clean vehicle,19506,black,virginia,usa
896,14000,dodge,journey,2018,clean vehicle,14750,black,oklahoma,usa
897,22000,dodge,challenger,2019,clean vehicle,11280,green,virginia,usa
898,17200,dodge,journey,2019,clean vehicle,13944,blue,virginia,usa
899,15000,dodge,door,2016,clean vehicle,26922,blue,oklahoma,usa
900,17500,dodge,journey,2019,clean vehicle,12690,gray,virginia,usa
901,1300,dodge,door,2013,salvage insurance,239822,gray,michigan,usa
902,1750,dodge,door,2014,salvage insurance,74975,red,nevada,usa
903,16300,dodge,caravan,2019,clean vehicle,28289,red,florida,usa
904,15700,dodge,caravan,2019,clean vehicle,38041,red,florida,usa
905,10000,dodge,journey,2017,clean vehicle,52386,silver,florida,usa
906,23100,dodge,charger,2019,clean vehicle,34391,white,florida,usa
907,14900,dodge,caravan,2019,clean vehicle,39515,red,florida,usa
908,16700,dodge,journey,2019,clean vehicle,22074,orange,virginia,usa
909,16300,dodge,caravan,2019,clean vehicle,28782,white,florida,usa
910,25800,dodge,durango,2019,clean vehicle,30092,red,north carolina,usa
911,23800,dodge,challenger,2019,clean vehicle,26443,black,north carolina,usa
912,16800,dodge,journey,2019,clean vehicle,28981,red,north carolina,usa
913,15500,dodge,journey,2019,clean vehicle,32865,white,north carolina,usa
914,6000,dodge,door,2014,clean vehicle,117258,blue,florida,usa
915,26900,dodge,durango,2019,clean vehicle,16397,white,arizona,usa
916,16900,dodge,caravan,2019,clean vehicle,16176,white,arizona,usa
917,19500,dodge,caravan,2019,clean vehicle,1091,gray,arizona,usa
918,15400,dodge,caravan,2019,clean vehicle,17472,black,arizona,usa
919,2300,dodge,door,2012,clean vehicle,123882,white,texas,usa
920,17000,dodge,charger,2019,clean vehicle,10341,red,california,usa
921,34000,dodge,durango,2019,clean vehicle,19695,black,new jersey,usa
922,13700,dodge,journey,2017,clean vehicle,51041,black,pennsylvania,usa
923,19100,dodge,challenger,2018,clean vehicle,22646,white,west virginia,usa
924,11800,dodge,journey,2018,clean vehicle,18138,white,west virginia,usa
925,27500,dodge,durango,2019,clean vehicle,23987,gray,nevada,usa
926,26900,dodge,durango,2019,clean vehicle,17160,black,nevada,usa
927,27100,dodge,durango,2019,clean vehicle,26929,white,nevada,usa
928,27200,dodge,durango,2019,clean vehicle,25815,white,nevada,usa
929,9000,dodge,caravan,2017,clean vehicle,81992,silver,florida,usa
930,22500,dodge,challenger,2019,clean vehicle,5000,gray,south carolina,usa
931,7700,dodge,door,2015,clean vehicle,62683,white,west virginia,usa
932,4500,dodge,van,2013,clean vehicle,107224,white,florida,usa
933,2200,dodge,door,2013,salvage insurance,184905,gray,illinois,usa
934,21500,dodge,charger,2019,clean vehicle,35153,black,pennsylvania,usa
935,18800,dodge,challenger,2019,clean vehicle,26474,orange,pennsylvania,usa
936,21800,dodge,charger,2019,clean vehicle,30943,red,pennsylvania,usa
937,20300,dodge,challenger,2019,clean vehicle,17154,black,pennsylvania,usa
938,8200,dodge,van,2016,clean vehicle,79637,white,south carolina,usa
939,19000,dodge,caravan,2019,clean vehicle,12123,red,pennsylvania,usa
940,8400,dodge,door,2016,clean vehicle,107822,blue,south carolina,usa
941,19500,dodge,caravan,2019,clean vehicle,10221,blue,pennsylvania,usa
942,7000,dodge,door,2015,clean vehicle,95278,blue,south carolina,usa
943,19500,dodge,challenger,2019,clean vehicle,13457,gray,pennsylvania,usa
944,8500,dodge,van,2014,clean vehicle,69936,blue,missouri,usa
945,20500,dodge,challenger,2019,clean vehicle,13520,gray,pennsylvania,usa
946,4900,dodge,door,2014,clean vehicle,96922,silver,south carolina,usa
947,20800,dodge,door,2014,clean vehicle,72594,black,missouri,usa
948,28500,dodge,durango,2019,clean vehicle,17896,silver,pennsylvania,usa
949,21900,dodge,caravan,2019,clean vehicle,11088,silver,pennsylvania,usa
950,15800,dodge,caravan,2019,clean vehicle,29567,black,nevada,usa
951,33000,dodge,durango,2019,clean vehicle,15655,white,colorado,usa
952,22700,dodge,challenger,2019,clean vehicle,26428,black,nevada,usa
953,21900,dodge,charger,2019,clean vehicle,29003,white,pennsylvania,usa
954,19300,dodge,charger,2019,clean vehicle,32229,red,pennsylvania,usa
955,30700,dodge,durango,2019,clean vehicle,26503,black,nevada,usa
956,19300,dodge,challenger,2019,clean vehicle,15446,black,pennsylvania,usa
957,13750,dodge,caravan,2014,clean vehicle,128556,white,california,usa
958,16400,dodge,caravan,2019,clean vehicle,23369,silver,nevada,usa
959,19500,dodge,caravan,2019,clean vehicle,8767,black,pennsylvania,usa
960,15100,dodge,caravan,2019,clean vehicle,48319,white,nevada,usa
961,28500,dodge,durango,2019,clean vehicle,15275,black,pennsylvania,usa
962,15300,dodge,caravan,2019,clean vehicle,33826,white,nevada,usa
963,20300,dodge,challenger,2019,clean vehicle,16679,white,pennsylvania,usa
964,22000,dodge,charger,2019,clean vehicle,26184,gray,pennsylvania,usa
965,16700,dodge,journey,2019,clean vehicle,21203,gray,nevada,usa
966,19300,dodge,challenger,2019,clean vehicle,17870,black,pennsylvania,usa
967,34100,dodge,durango,2019,clean vehicle,17909,gray,michigan,usa
968,14600,dodge,caravan,2019,clean vehicle,41126,silver,nevada,usa
969,18200,dodge,caravan,2019,clean vehicle,14098,red,pennsylvania,usa
970,33800,dodge,durango,2019,clean vehicle,15003,black,michigan,usa
971,15900,dodge,journey,2019,clean vehicle,29105,black,nevada,usa
972,16500,dodge,caravan,2019,clean vehicle,34794,black,pennsylvania,usa
973,29600,dodge,durango,2019,clean vehicle,20034,silver,michigan,usa
974,14100,dodge,caravan,2019,clean vehicle,46942,black,nevada,usa
975,18200,dodge,caravan,2019,clean vehicle,14753,white,pennsylvania,usa
976,18200,dodge,caravan,2019,clean vehicle,14359,black,pennsylvania,usa
977,24300,dodge,charger,2019,clean vehicle,34922,black,michigan,usa
978,15400,dodge,journey,2019,clean vehicle,20944,white,nevada,usa
979,19000,dodge,journey,2019,clean vehicle,9877,white,pennsylvania,usa
980,19000,dodge,journey,2019,clean vehicle,8949,black,pennsylvania,usa
981,27800,dodge,challenger,2017,clean vehicle,13627,gray,georgia,usa
982,18200,dodge,journey,2019,clean vehicle,18291,blue,pennsylvania,usa
983,15000,dodge,journey,2018,clean vehicle,38029,white,pennsylvania,usa
984,19200,dodge,caravan,2017,clean vehicle,32593,gray,michigan,usa
985,15500,dodge,caravan,2018,clean vehicle,37352,red,pennsylvania,usa
986,24900,dodge,challenger,2017,clean vehicle,23030,green,michigan,usa
987,15500,dodge,journey,2018,clean vehicle,30671,red,pennsylvania,usa
988,7600,dodge,door,2012,salvage insurance,79544,white,texas,usa
989,18400,dodge,journey,2017,clean vehicle,15027,black,michigan,usa
990,14700,dodge,caravan,2018,clean vehicle,29115,white,florida,usa
991,3900,dodge,door,2015,clean vehicle,93604,white,florida,usa
992,5200,dodge,door,2015,clean vehicle,100203,black,florida,usa
993,17200,dodge,caravan,2019,clean vehicle,35401,silver,minnesota,usa
994,18700,dodge,caravan,2019,clean vehicle,20279,red,minnesota,usa
995,32000,dodge,durango,2019,clean vehicle,26090,red,minnesota,usa
996,14500,dodge,door,2015,clean vehicle,107924,white,michigan,usa
997,19400,dodge,caravan,2019,clean vehicle,14906,black,minnesota,usa
998,17300,dodge,caravan,2019,clean vehicle,34407,black,minnesota,usa
999,16700,dodge,journey,2019,clean vehicle,18049,orange,minnesota,usa
1000,19100,dodge,caravan,2019,clean vehicle,18132,white,minnesota,usa
1001,11100,dodge,door,2013,clean vehicle,109176,black,illinois,usa
1002,32000,dodge,durango,2019,clean vehicle,25456,black,minnesota,usa
1003,16900,dodge,caravan,2019,clean vehicle,38375,silver,minnesota,usa
1004,18000,dodge,charger,2017,clean vehicle,39792,blue,massachusetts,usa
1005,17800,dodge,caravan,2019,clean vehicle,30403,white,minnesota,usa
1006,18000,dodge,caravan,2019,clean vehicle,28252,white,minnesota,usa
1007,17500,dodge,caravan,2019,clean vehicle,31904,white,minnesota,usa
1008,14500,dodge,caravan,2018,clean vehicle,24336,silver,nevada,usa
1009,18500,dodge,caravan,2019,clean vehicle,23961,silver,minnesota,usa
1010,18600,dodge,caravan,2019,clean vehicle,22919,silver,minnesota,usa
1011,32000,dodge,durango,2019,clean vehicle,22863,red,minnesota,usa
1012,17000,dodge,caravan,2019,clean vehicle,38817,black,minnesota,usa
1013,16000,dodge,caravan,2019,clean vehicle,48854,white,minnesota,usa
1014,18000,dodge,caravan,2019,clean vehicle,27288,white,minnesota,usa
1015,15900,dodge,charger,2020,clean vehicle,5284,orange,pennsylvania,usa
1016,6200,dodge,door,2016,clean vehicle,99988,silver,alabama,usa
1017,3700,dodge,door,2013,clean vehicle,84109,black,alabama,usa
1018,24000,dodge,door,2012,clean vehicle,88539,white,mississippi,usa
1019,20800,dodge,van,2013,clean vehicle,33739,gold,nevada,usa
1020,18500,dodge,door,2012,clean vehicle,101017,white,mississippi,usa
1021,18300,dodge,challenger,2019,clean vehicle,13906,black,pennsylvania,usa
1022,21000,dodge,charger,2019,clean vehicle,20601,gray,pennsylvania,usa
1023,1300,dodge,van,2013,salvage insurance,135561,white,tennessee,usa
1024,11900,dodge,charger,2019,clean vehicle,23421,gray,pennsylvania,usa
1025,950,dodge,van,2012,salvage insurance,145174,white,maryland,usa
1026,26800,dodge,durango,2019,clean vehicle,21309,gray,pennsylvania,usa
1027,800,dodge,van,2012,salvage insurance,217576,orange,north carolina,usa
1028,21000,dodge,caravan,2019,clean vehicle,10350,white,pennsylvania,usa
1029,1900,dodge,door,2012,salvage insurance,157636,orange,georgia,usa
1030,33500,dodge,durango,2019,clean vehicle,8605,white,pennsylvania,usa
1031,900,dodge,door,2013,salvage insurance,139404,blue,connecticut,usa
1032,21000,dodge,caravan,2019,clean vehicle,10170,gray,pennsylvania,usa
1033,26800,dodge,durango,2019,clean vehicle,22272,silver,pennsylvania,usa
1034,5700,dodge,van,2016,clean vehicle,101906,blue,texas,usa
1035,18500,dodge,challenger,2019,clean vehicle,27019,green,pennsylvania,usa
1036,33000,dodge,durango,2019,clean vehicle,10930,white,pennsylvania,usa
1037,11000,dodge,caravan,2019,clean vehicle,73552,silver,texas,usa
1038,15800,dodge,caravan,2019,clean vehicle,37107,blue,pennsylvania,usa
1039,3600,dodge,door,2013,salvage insurance,124247,white,michigan,usa
1040,16300,dodge,caravan,2019,clean vehicle,36993,white,pennsylvania,usa
1041,2700,dodge,door,2015,clean vehicle,67133,white,texas,usa
1042,12800,dodge,caravan,2019,clean vehicle,33580,no_color,pennsylvania,usa
1043,9700,dodge,door,2015,clean vehicle,94140,black,texas,usa
1044,18300,dodge,journey,2019,clean vehicle,10447,silver,pennsylvania,usa
1045,16000,dodge,charger,2019,clean vehicle,10229,silver,illinois,usa
1046,21000,dodge,caravan,2019,clean vehicle,6269,gray,pennsylvania,usa
1047,3700,dodge,door,2014,clean vehicle,98699,white,texas,usa
1048,33000,dodge,durango,2019,clean vehicle,10631,gray,illinois,usa
1049,14700,dodge,caravan,2019,clean vehicle,44381,silver,pennsylvania,usa
1050,33000,dodge,durango,2019,clean vehicle,13960,silver,illinois,usa
1051,15900,dodge,caravan,2019,clean vehicle,14051,white,pennsylvania,usa
1052,33000,dodge,durango,2019,clean vehicle,20800,gray,illinois,usa
1053,33000,dodge,durango,2019,clean vehicle,8873,gray,illinois,usa
1054,32500,dodge,durango,2019,clean vehicle,15502,black,illinois,usa
1055,33000,dodge,durango,2019,clean vehicle,9669,silver,illinois,usa
1056,13000,dodge,caravan,2018,clean vehicle,50873,black,virginia,usa
1057,33000,dodge,durango,2019,clean vehicle,14117,white,illinois,usa
1058,16500,dodge,charger,2019,clean vehicle,46820,red,illinois,usa
1059,33000,dodge,durango,2019,clean vehicle,7247,gray,illinois,usa
1060,34500,dodge,challenger,2017,clean vehicle,40991,red,north carolina,usa
1061,33500,dodge,durango,2019,clean vehicle,9023,white,illinois,usa
1062,48000,dodge,durango,2018,clean vehicle,8047,white,pennsylvania,usa
1063,54500,dodge,durango,2019,clean vehicle,3966,red,illinois,usa
1064,13200,dodge,caravan,2018,clean vehicle,41014,silver,pennsylvania,usa
1065,31500,dodge,durango,2018,clean vehicle,20907,white,illinois,usa
1066,17400,dodge,durango,2017,clean vehicle,89795,red,illinois,usa
1067,26000,dodge,durango,2017,clean vehicle,57158,white,illinois,usa
1068,1700,dodge,door,2013,salvage insurance,126718,orange,texas,usa
1069,11000,dodge,door,2013,clean vehicle,83976,white,illinois,usa
1070,21000,dodge,charger,2018,clean vehicle,12554,gray,texas,usa
1071,5500,dodge,door,2015,clean vehicle,60707,gray,texas,usa
1072,7500,dodge,door,2014,clean vehicle,40110,red,texas,usa
1073,15800,dodge,caravan,2019,clean vehicle,28038,silver,michigan,usa
1074,16900,dodge,journey,2019,clean vehicle,26643,red,michigan,usa
1075,25000,dodge,durango,2019,clean vehicle,36127,white,michigan,usa
1076,18000,dodge,door,2019,salvage insurance,19983,black,massachusetts,usa
1077,15600,dodge,caravan,2019,clean vehicle,29926,black,michigan,usa
1078,23800,dodge,durango,2019,clean vehicle,36750,white,north carolina,usa
1079,16800,dodge,journey,2019,clean vehicle,27312,black,michigan,usa
1080,22700,dodge,durango,2019,clean vehicle,49575,white,north carolina,usa
1081,23300,dodge,challenger,2019,clean vehicle,30279,red,north carolina,usa
1082,23500,dodge,challenger,2019,clean vehicle,25825,white,north carolina,usa
1083,25500,dodge,durango,2019,clean vehicle,32474,silver,north carolina,usa
1084,21800,dodge,challenger,2019,clean vehicle,30585,white,north carolina,usa
1085,22800,dodge,durango,2019,clean vehicle,36203,gray,north carolina,usa
1086,18200,dodge,caravan,2019,clean vehicle,29602,red,michigan,usa
1087,23500,dodge,challenger,2019,clean vehicle,28689,red,north carolina,usa
1088,25700,dodge,durango,2019,clean vehicle,31447,charcoal,north carolina,usa
1089,15700,dodge,caravan,2019,clean vehicle,39148,white,north carolina,usa
1090,17500,dodge,journey,2018,clean vehicle,33495,silver,michigan,usa
1091,15700,dodge,caravan,2019,clean vehicle,35274,white,north carolina,usa
1092,16500,dodge,caravan,2018,clean vehicle,48745,white,indiana,usa
1093,16100,dodge,caravan,2019,clean vehicle,31297,red,north carolina,usa
1094,15600,dodge,caravan,2019,clean vehicle,38745,charcoal,north carolina,usa
1095,15400,dodge,caravan,2019,clean vehicle,37704,gray,north carolina,usa
1096,28200,dodge,durango,2017,clean vehicle,27060,white,michigan,usa
1097,15300,dodge,caravan,2019,clean vehicle,40002,no_color,north carolina,usa
1098,15900,dodge,caravan,2019,clean vehicle,34930,red,north carolina,usa
1099,17700,dodge,door,2016,clean vehicle,22863,gray,indiana,usa
1100,15800,dodge,caravan,2019,clean vehicle,36876,white,north carolina,usa
1101,15900,dodge,caravan,2019,clean vehicle,34264,charcoal,north carolina,usa
1102,25300,dodge,charger,2019,clean vehicle,17515,red,new mexico,usa
1103,16300,dodge,caravan,2019,clean vehicle,27071,silver,north carolina,usa
1104,29500,dodge,durango,2019,clean vehicle,14656,gray,new mexico,usa
1105,14500,dodge,caravan,2019,clean vehicle,35652,gray,north carolina,usa
1106,15400,dodge,caravan,2019,clean vehicle,30055,no_color,north carolina,usa
1107,15400,dodge,caravan,2019,clean vehicle,43088,charcoal,north carolina,usa
1108,15100,dodge,caravan,2019,clean vehicle,33641,purple,north carolina,usa
1109,15000,dodge,caravan,2019,clean vehicle,34797,black,north carolina,usa
1110,15500,dodge,caravan,2019,clean vehicle,43943,gray,north carolina,usa
1111,15000,dodge,caravan,2019,clean vehicle,35744,no_color,north carolina,usa
1112,15200,dodge,caravan,2019,clean vehicle,31542,no_color,north carolina,usa
1113,15700,dodge,caravan,2019,clean vehicle,26899,white,north carolina,usa
1114,16100,dodge,journey,2019,clean vehicle,29985,silver,north carolina,usa
1115,16300,dodge,journey,2018,clean vehicle,37009,silver,texas,usa
1116,16000,dodge,journey,2019,clean vehicle,30731,white,north carolina,usa
1117,16900,dodge,journey,2019,clean vehicle,30062,silver,north carolina,usa
1118,17000,dodge,journey,2019,clean vehicle,28295,charcoal,north carolina,usa
1119,17300,dodge,journey,2019,clean vehicle,25534,silver,north carolina,usa
1120,15900,dodge,journey,2019,clean vehicle,29716,gray,north carolina,usa
1121,15700,dodge,journey,2019,clean vehicle,34294,silver,north carolina,usa
1122,16900,dodge,journey,2019,clean vehicle,27643,white,north carolina,usa
1123,15500,dodge,journey,2019,clean vehicle,35516,white,north carolina,usa
1124,15100,dodge,journey,2019,clean vehicle,40674,silver,north carolina,usa
1125,15500,dodge,journey,2019,clean vehicle,32494,white,north carolina,usa
1126,15400,dodge,journey,2019,clean vehicle,35047,red,north carolina,usa
1127,16500,dodge,journey,2019,clean vehicle,32898,silver,north carolina,usa
1128,42500,dodge,challenger,2015,clean vehicle,13740,black,texas,usa
1129,16600,dodge,journey,2019,clean vehicle,23132,charcoal,north carolina,usa
1130,15200,dodge,journey,2019,clean vehicle,37174,silver,north carolina,usa
1131,15800,dodge,journey,2019,clean vehicle,34023,charcoal,north carolina,usa
1132,16900,dodge,journey,2019,clean vehicle,30021,charcoal,north carolina,usa
1133,11100,dodge,caravan,2017,clean vehicle,51469,gray,north carolina,usa
1134,15600,dodge,journey,2019,clean vehicle,31237,charcoal,north carolina,usa
1135,16900,dodge,journey,2019,clean vehicle,30186,silver,north carolina,usa
1136,15300,dodge,journey,2019,clean vehicle,41956,silver,north carolina,usa
1137,16600,dodge,journey,2019,clean vehicle,30727,black,north carolina,usa
1138,21800,dodge,durango,2017,clean vehicle,38956,black,pennsylvania,usa
1139,36500,dodge,charger,2018,clean vehicle,22036,white,virginia,usa
1140,26300,dodge,durango,2019,clean vehicle,26462,red,georgia,usa
1141,20900,dodge,challenger,2019,clean vehicle,23143,red,georgia,usa
1142,20100,dodge,challenger,2019,clean vehicle,17340,gray,georgia,usa
1143,26700,dodge,charger,2019,clean vehicle,29749,gray,georgia,usa
1144,23900,dodge,charger,2019,clean vehicle,35248,white,georgia,usa
1145,14500,dodge,caravan,2018,clean vehicle,40417,no_color,florida,usa
1146,23000,dodge,durango,2017,clean vehicle,30309,gray,virginia,usa
1147,15000,dodge,journey,2018,clean vehicle,42303,red,north carolina,usa
1148,15000,dodge,journey,2018,clean vehicle,35326,white,north carolina,usa
1149,28500,ford,door,2017,clean vehicle,92100,white,texas,usa
1150,28000,ford,door,2017,clean vehicle,99375,white,texas,usa
1151,9000,ford,door,2017,clean vehicle,72418,gray,texas,usa
1152,28700,ford,doors,2015,clean vehicle,29733,ruby red metallic tinted clearcoat,connecticut,usa
1153,25000,ford,door,2017,clean vehicle,119439,white,texas,usa
1154,17347,ford,doors,2015,clean vehicle,54396,black,massachusetts,usa
1155,13800,ford,door,2016,clean vehicle,91606,white,texas,usa
1156,25888,ford,doors,2015,clean vehicle,2807,black,new jersey,usa
1157,8500,ford,fusion,2017,clean vehicle,78739,black,tennessee,usa
1158,21289,ford,doors,2015,clean vehicle,71955,gray,new york,usa
1159,17999,ford,doors,2015,clean vehicle,48472,triple yellow tri-coat,new jersey,usa
1160,2700,ford,door,2012,clean vehicle,98470,blue,texas,usa
1161,30977,ford,doors,2015,clean vehicle,28937,competition orange,pennsylvania,usa
1162,13799,ford,doors,2015,clean vehicle,83693,red,new jersey,usa
1163,20500,ford,srw,2014,clean vehicle,90888,white,arizona,usa
1164,8500,ford,drw,2012,clean vehicle,216942,white,texas,usa
1165,9900,ford,door,2015,clean vehicle,205796,white,florida,usa
1166,65500,ford,srw,2019,clean vehicle,6500,black,indiana,usa
1167,24500,ford,wagon,2018,clean vehicle,39943,white,florida,usa
1168,32500,ford,explorer,2020,clean vehicle,5920,silver,missouri,usa
1169,9200,ford,fusion,2018,clean vehicle,71478,blue,pennsylvania,usa
1170,17700,ford,door,2017,clean vehicle,119520,silver,pennsylvania,usa
1171,18300,ford,fusion,2020,clean vehicle,10882,white,california,usa
1172,43500,ford,srw,2019,clean vehicle,29010,gray,illinois,usa
1173,15200,ford,door,2016,clean vehicle,69003,white,pennsylvania,usa
1174,36200,ford,srw,2019,clean vehicle,16207,no_color,illinois,usa
1175,21900,ford,mustang,2018,clean vehicle,29748,red,new jersey,usa
1176,20700,ford,wagon,2019,clean vehicle,25582,white,california,usa
1177,12300,ford,fusion,2019,clean vehicle,24520,gray,california,usa
1178,4200,ford,door,2016,clean vehicle,104383,blue,pennsylvania,usa
1179,19500,ford,transit,2019,clean vehicle,34164,white,california,usa
1180,14300,ford,fusion,2020,clean vehicle,6975,silver,california,usa
1181,13700,ford,van,2016,clean vehicle,67150,white,pennsylvania,usa
1182,13200,ford,door,2015,clean vehicle,100820,white,pennsylvania,usa
1183,6200,ford,door,2014,clean vehicle,142286,white,pennsylvania,usa
