id,price,brand,model,year,title_status,mileage,color,state,country
406,40000,mercedes-benz,gle,2019,clean vehicle,19427,white,california,usa
407,13000,kia,sportage,2017,clean vehicle,71991,silver,new jersey,usa
408,3550,nissan,doors,2018,clean vehicle,29043,blue,california,usa
409,3040,nissan,doors,2017,clean vehicle,36064,gray,new jersey,usa
410,36400,audi,5,2015,clean vehicle,47213,black,wisconsin,usa
411,4480,ford,door,2011,clean vehicle,116480,black,florida,usa
412,31003,ford,door,2017,clean vehicle,72084,red,michigan,usa
413,75,ford,pickup,2001,salvage insurance,295780,gold,arkansas,usa
414,8850,gmc,door,2011,clean vehicle,148035,white,utah,usa
415,14750,infiniti,mpv,2019,clean vehicle,11396,white,texas,usa
416,4690,hyundai,mpv,2019,clean vehicle,33785,silver,ohio,usa
417,23000,land,sport,2018,clean vehicle,20103,black,california,usa
418,46900,land,discovery,2018,clean vehicle,32387,black,florida,usa
419,10740,mercedes-benz,doors,2018,clean vehicle,48140,white,california,usa
420,3160,nissan,doors,2017,clean vehicle,34861,gray,new jersey,usa
421,3450,chrysler,door,2011,clean vehicle,114119,gold,florida,usa
422,27102,ford,f-150,2017,clean vehicle,34165,red,michigan,usa
423,500,gmc,door,2018,salvage insurance,27442,black,arkansas,usa
424,5100,gmc,door,2011,clean vehicle,144792,white,utah,usa
425,15010,infiniti,mpv,2019,clean vehicle,11394,beige,texas,usa
426,5800,jeep,mpv,2019,clean vehicle,30546,silver,ohio,usa
427,23200,land,sport,2018,clean vehicle,23745,black,california,usa
428,8000,hyundai,door,2015,clean vehicle,88274,red,pennsylvania,usa
429,3390,nissan,doors,2018,clean vehicle,38349,gray,california,usa
430,3140,nissan,doors,2017,clean vehicle,30142,white,new jersey,usa
431,25,chevrolet,door,2007,salvage insurance,267834,black,texas,usa
432,15000,bmw,door,2014,clean vehicle,44730,silver,illinois,usa
433,10440,chevrolet,cab,2011,clean vehicle,92476,blue,florida,usa
434,23911,ford,f-150,2017,clean vehicle,25698,black,michigan,usa
435,25,ford,pk,2010,salvage insurance,155242,gray,oklahoma,usa
436,21400,gmc,acadia,2018,clean vehicle,54332,gray,new jersey,usa
437,5380,gmc,cab,2011,clean vehicle,119215,white,utah,usa
438,11000,jeep,mpv,2019,clean vehicle,8930,red,michigan,usa
439,4950,jeep,mpv,2019,clean vehicle,46985,silver,ohio,usa
440,22500,land,sport,2018,clean vehicle,30220,black,california,usa
441,30300,maserati,ghibli,2017,clean vehicle,37021,black,florida,usa
442,2630,nissan,doors,2018,clean vehicle,43152,white,california,usa
443,3140,nissan,doors,2017,clean vehicle,34318,silver,new jersey,usa
444,2300,chevrolet,door,2011,salvage insurance,88287,white,arkansas,usa
445,4310,chevrolet,door,2011,clean vehicle,105486,black,florida,usa
446,26012,ford,door,2017,clean vehicle,19850,black,michigan,usa
447,75,ford,door,2014,salvage insurance,116535,silver,oklahoma,usa
448,48500,gmc,1500,2019,clean vehicle,15777,black,pennsylvania,usa
449,3330,gmc,mpv,2009,clean vehicle,87448,white,utah,usa
450,11200,jeep,mpv,2019,clean vehicle,8395,yellow,michigan,usa
451,4730,hyundai,mpv,2019,clean vehicle,30121,red,ohio,usa
452,24900,mercedes-benz,glc,2018,clean vehicle,33687,white,california,usa
453,29400,mercedes-benz,e-class,2017,clean vehicle,37561,blue,florida,usa
454,8350,nissan,cab,2018,clean vehicle,32256,gray,california,usa
455,3210,nissan,doors,2017,clean vehicle,25255,black,new jersey,usa
456,25,chevrolet,van,2006,salvage insurance,165327,white,arkansas,usa
457,4200,chevrolet,cutaway,2006,clean vehicle,118009,white,wisconsin,usa
458,8430,chevrolet,utility,2011,clean vehicle,114547,black,florida,usa
459,25503,ford,f-150,2017,clean vehicle,18647,black,michigan,usa
460,26000,gmc,limited,2019,clean vehicle,16669,black,pennsylvania,usa
461,3900,honda,doors,2017,clean vehicle,47970,blue,virginia,usa
462,11200,jeep,mpv,2019,clean vehicle,12905,gray,michigan,usa
463,8610,jeep,mpv,2019,clean vehicle,22123,silver,ohio,usa
464,28000,mercedes-benz,gle,2018,clean vehicle,40780,white,california,usa
465,84900,mercedes-benz,sl-class,2017,clean vehicle,25302,silver,florida,usa
466,10840,lexus,mpv,2017,clean vehicle,36596,black,california,usa
467,11050,ram,door,2017,clean vehicle,30421,white,new jersey,usa
468,1000,chevrolet,door,2005,clean vehicle,135675,gray,wisconsin,usa
469,3570,dodge,door,2015,clean vehicle,17355,black,georgia,usa
470,25001,ford,door,2017,clean vehicle,27773,gray,michigan,usa
471,5630,gmc,mpv,2017,clean vehicle,58366,black,virginia,usa
472,11100,jeep,mpv,2019,clean vehicle,11229,white,michigan,usa
473,4650,hyundai,mpv,2019,clean vehicle,27492,white,ohio,usa
474,3820,nissan,mpv,2016,clean vehicle,41654,blue,california,usa
475,2900,nissan,doors,2017,clean vehicle,31954,gray,new jersey,usa
476,5100,chevrolet,pickup,2004,clean vehicle,173321,gray,wisconsin,usa
477,4700,dodge,door,2015,clean vehicle,93423,red,georgia,usa
478,29502,ford,f-150,2017,clean vehicle,14053,red,michigan,usa
479,6160,honda,door,2017,clean vehicle,25956,white,virginia,usa
480,10910,jeep,mpv,2019,clean vehicle,12253,red,michigan,usa
481,3440,hyundai,doors,2019,clean vehicle,34895,gray,ohio,usa
482,16000,mazda,cx-3,2016,clean vehicle,47753,gray,florida,usa
483,3810,kia,door,2016,clean vehicle,39408,black,california,usa
484,3020,nissan,doors,2017,clean vehicle,33599,white,new jersey,usa
485,2000,chevrolet,pickup,2003,clean vehicle,507985,red,wisconsin,usa
486,3870,ford,door,2010,clean vehicle,185983,white,florida,usa
487,24811,ford,door,2017,clean vehicle,28464,red,michigan,usa
488,75,ford,door,2007,salvage insurance,154989,blue,oklahoma,usa
489,5420,honda,doors,2017,clean vehicle,16702,black,virginia,usa
490,11100,jeep,mpv,2019,clean vehicle,11449,yellow,michigan,usa
491,4750,hyundai,mpv,2019,clean vehicle,25847,gray,ohio,usa
492,17900,mercedes-benz,door,2015,clean vehicle,49772,gray,florida,usa
493,3800,nissan,door,2015,clean vehicle,83915,black,california,usa
494,3160,nissan,doors,2017,clean vehicle,40306,silver,new jersey,usa
495,1200,chevrolet,door,2001,clean vehicle,149543,red,wisconsin,usa
496,6470,chevrolet,coupe,2010,clean vehicle,69622,yellow,florida,usa
497,26400,ford,door,2017,clean vehicle,36295,red,michigan,usa
498,32500,gmc,2500hd,2018,clean vehicle,14856,blue,pennsylvania,usa
499,6900,honda,mpv,2017,clean vehicle,44129,brown,minnesota,usa
500,11030,jeep,mpv,2019,clean vehicle,10861,yellow,michigan,usa
501,3460,hyundai,door,2012,clean vehicle,142106,white,mississippi,usa
502,18000,mercedes-benz,door,2015,clean vehicle,82411,black,florida,usa
503,3250,hyundai,door,2015,clean vehicle,111612,gray,california,usa
504,3210,nissan,doors,2017,clean vehicle,35251,gray,new jersey,usa
505,13200,chevrolet,door,2017,clean vehicle,50408,black,pennsylvania,usa
506,27705,ford,f-150,2019,clean vehicle,15630,gray,michigan,usa
507,7200,chevrolet,door,2017,clean vehicle,53273,black,pennsylvania,usa
508,28714,ford,f-150,2019,clean vehicle,14786,white,michigan,usa
509,11200,chevrolet,door,2017,clean vehicle,85315,white,pennsylvania,usa
510,27502,ford,f-150,2019,clean vehicle,16146,gray,michigan,usa
511,11900,chevrolet,door,2017,clean vehicle,76211,blue,pennsylvania,usa
512,29314,ford,f-150,2019,clean vehicle,15265,gray,michigan,usa
513,11200,chevrolet,door,2017,clean vehicle,79965,silver,pennsylvania,usa
514,27002,ford,f-150,2019,clean vehicle,16059,gray,michigan,usa
515,13200,chevrolet,door,2017,clean vehicle,62739,black,pennsylvania,usa
516,28214,ford,f-150,2019,clean vehicle,15569,white,michigan,usa
517,12700,chevrolet,door,2017,clean vehicle,58932,black,pennsylvania,usa
518,29900,ford,f-150,2019,clean vehicle,17488,white,michigan,usa
519,12700,chevrolet,door,2017,clean vehicle,60733,black,pennsylvania,usa
520,27202,ford,f-150,2019,clean vehicle,18550,red,michigan,usa
521,13500,chevrolet,impala,2018,clean vehicle,53194,white,new jersey,usa
522,27705,ford,f-150,2019,clean vehicle,17644,silver,michigan,usa
523,14700,chevrolet,van,2016,clean vehicle,34454,white,pennsylvania,usa
524,29900,ford,f-150,2019,clean vehicle,17684,white,michigan,usa
525,4500,chevrolet,door,2015,clean vehicle,83279,gray,pennsylvania,usa
526,27705,ford,f-150,2019,clean vehicle,16600,silver,michigan,usa
527,8000,chevrolet,door,2015,clean vehicle,107971,gray,pennsylvania,usa
528,25511,ford,f-150,2019,clean vehicle,17801,silver,michigan,usa
529,7700,chevrolet,colorado,2015,clean vehicle,94150,white,pennsylvania,usa
530,29900,ford,f-150,2019,clean vehicle,17159,silver,michigan,usa
531,7200,chevrolet,van,2015,clean vehicle,80711,white,pennsylvania,usa
532,27502,ford,f-150,2019,clean vehicle,17983,red,michigan,usa
533,4500,chevrolet,door,2013,clean vehicle,119981,white,pennsylvania,usa
534,27402,ford,f-150,2019,clean vehicle,17851,white,michigan,usa
535,1500,chevrolet,sonic,2013,clean vehicle,66079,black,pennsylvania,usa
536,26602,ford,f-150,2019,clean vehicle,18174,white,michigan,usa
537,10200,chevrolet,sonic,2019,clean vehicle,7654,black,illinois,usa
538,29900,ford,f-150,2019,clean vehicle,18759,black,michigan,usa
539,14000,chevrolet,colorado,2019,clean vehicle,11564,white,illinois,usa
540,28500,ford,f-150,2019,clean vehicle,18901,silver,michigan,usa
541,8000,chevrolet,door,2016,clean vehicle,86541,black,florida,usa
542,29809,ford,f-150,2019,clean vehicle,21157,silver,michigan,usa
543,36900,chevrolet,corvette,2015,clean vehicle,29937,black,florida,usa
544,26902,ford,f-150,2019,clean vehicle,23964,white,michigan,usa
545,10950,chevrolet,door,2015,clean vehicle,58504,red,florida,usa
546,27402,ford,f-150,2019,clean vehicle,20154,white,michigan,usa
547,16900,acura,mdx,2014,clean vehicle,63500,silver,florida,usa
548,25600,ford,f-150,2019,clean vehicle,23294,silver,michigan,usa
549,29700,bmw,series,2016,clean vehicle,24293,no_color,texas,usa
550,27702,ford,f-150,2019,clean vehicle,20343,red,michigan,usa
551,13500,buick,encore,2016,clean vehicle,19655,red,texas,usa
552,27102,ford,f-150,2019,clean vehicle,19100,white,michigan,usa
553,27102,ford,f-150,2019,clean vehicle,20014,white,michigan,usa
554,25811,ford,f-150,2019,clean vehicle,21774,black,michigan,usa
555,26602,ford,f-150,2019,clean vehicle,21201,white,michigan,usa
556,27102,ford,f-150,2019,clean vehicle,21766,white,michigan,usa
557,37500,buick,enclave,2019,clean vehicle,12406,gray,wisconsin,usa
558,26211,ford,flex,2019,clean vehicle,17977,blue,michigan,usa
559,24205,ford,flex,2019,clean vehicle,22805,silver,michigan,usa
560,37500,cadillac,xt5,2019,clean vehicle,16013,black,wisconsin,usa
561,27111,ford,flex,2019,clean vehicle,14382,black,michigan,usa
562,27411,ford,flex,2019,clean vehicle,9660,black,michigan,usa
563,27302,ford,flex,2019,clean vehicle,18969,black,michigan,usa
564,27202,ford,f-150,2019,clean vehicle,24730,gray,michigan,usa
565,26311,ford,flex,2019,clean vehicle,15847,red,michigan,usa
566,26602,ford,f-150,2019,clean vehicle,25009,white,michigan,usa
567,33500,bmw,series,2017,clean vehicle,22115,blue,wisconsin,usa
568,27511,ford,flex,2019,clean vehicle,11836,white,michigan,usa
569,21500,buick,door,2017,clean vehicle,23765,red,wisconsin,usa
570,27200,ford,f-150,2019,clean vehicle,25508,silver,michigan,usa
571,26511,ford,flex,2019,clean vehicle,18196,red,michigan,usa
572,24002,ford,flex,2019,clean vehicle,16106,gray,michigan,usa
573,21500,buick,door,2017,clean vehicle,14907,silver,wisconsin,usa
574,18511,ford,fusion,2019,clean vehicle,12735,gray,michigan,usa
575,14000,kia,sorento,2017,clean vehicle,53424,black,connecticut,usa
576,29000,buick,door,2017,clean vehicle,17940,green,illinois,usa
577,23402,ford,flex,2019,clean vehicle,17417,gray,michigan,usa
578,13300,kia,door,2017,clean vehicle,37125,no_color,connecticut,usa
579,19700,bmw,x3,2017,clean vehicle,61428,black,wisconsin,usa
580,23211,ford,flex,2019,clean vehicle,17025,black,michigan,usa
581,15500,kia,sorento,2017,clean vehicle,37668,red,connecticut,usa
582,18111,ford,fusion,2019,clean vehicle,15805,black,michigan,usa
583,21500,kia,sorento,2017,clean vehicle,43761,gray,connecticut,usa
584,25511,ford,mustang,2019,clean vehicle,11342,gray,michigan,usa
585,17700,chevrolet,equinox,2017,clean vehicle,35664,blue,wisconsin,usa
586,28000,chevrolet,cutaway,2017,clean vehicle,12780,white,illinois,usa
587,14000,chevrolet,door,2017,clean vehicle,38458,blue,wisconsin,usa
588,21700,chevrolet,door,2017,clean vehicle,34420,silver,wisconsin,usa
589,13500,chevrolet,door,2017,clean vehicle,46497,white,wisconsin,usa
590,35500,chevrolet,1500,2017,clean vehicle,21268,no_color,wisconsin,usa
591,29500,chevrolet,1500,2017,clean vehicle,31029,red,wisconsin,usa
592,25300,chevrolet,1500,2017,clean vehicle,40878,no_color,wisconsin,usa
593,21500,chevrolet,1500,2016,clean vehicle,20270,silver,new jersey,usa
594,25900,chevrolet,door,2016,clean vehicle,32984,blue,wisconsin,usa
595,35300,chevrolet,door,2016,clean vehicle,75506,black,wisconsin,usa
596,13500,chevrolet,door,2016,clean vehicle,39951,red,wisconsin,usa
597,62000,chevrolet,corvette,2016,clean vehicle,19403,white,illinois,usa
598,46000,chevrolet,corvette,2016,clean vehicle,4445,black,illinois,usa
599,9000,chevrolet,malibu,2016,clean vehicle,67527,gray,wisconsin,usa
600,25900,chevrolet,door,2016,clean vehicle,33588,white,wisconsin,usa
601,25800,chevrolet,door,2016,clean vehicle,10103,no_color,wisconsin,usa
602,17000,chevrolet,door,2016,clean vehicle,26474,gray,wisconsin,usa
603,12800,chevrolet,door,2016,clean vehicle,40253,white,wisconsin,usa
604,47400,chevrolet,3500,2016,clean vehicle,39624,red,wisconsin,usa
605,24400,chevrolet,door,2016,clean vehicle,48705,gray,wisconsin,usa
606,17100,chevrolet,trax,2016,clean vehicle,19659,white,wisconsin,usa
607,7400,chevrolet,door,2015,clean vehicle,91299,no_color,wisconsin,usa
608,33100,chevrolet,door,2015,clean vehicle,81614,gold,wisconsin,usa
609,22000,chevrolet,trax,2020,clean vehicle,179,gray,california,usa
610,35000,chevrolet,1500,2019,clean vehicle,5523,no_color,california,usa
611,16500,chevrolet,equinox,2019,clean vehicle,29841,silver,california,usa
612,35300,chevrolet,1500,2019,clean vehicle,8516,silver,california,usa
613,11600,chevrolet,trax,2017,clean vehicle,27498,black,california,usa
614,28100,chevrolet,1500,2017,clean vehicle,31141,silver,california,usa
615,27700,chevrolet,1500,2017,clean vehicle,20784,white,california,usa
616,17700,chevrolet,passenger,2017,clean vehicle,52667,white,california,usa
617,16600,chevrolet,volt,2017,clean vehicle,26003,no_color,california,usa
618,63200,chevrolet,corvette,2016,clean vehicle,4266,red,california,usa
619,36800,chevrolet,door,2015,clean vehicle,32332,white,california,usa
620,19500,chevrolet,passenger,2018,clean vehicle,44333,white,texas,usa
621,38800,chevrolet,tahoe,2019,clean vehicle,36198,blue,oklahoma,usa
622,37500,chevrolet,tahoe,2019,clean vehicle,33331,silver,oklahoma,usa
623,35000,chevrolet,suburban,2019,clean vehicle,43082,gray,oklahoma,usa
624,31100,chevrolet,camaro,2019,clean vehicle,24561,gray,oklahoma,usa
625,22600,chevrolet,van,2019,clean vehicle,13485,white,oklahoma,usa
626,22400,chevrolet,van,2019,clean vehicle,15524,white,oklahoma,usa
627,22700,chevrolet,van,2019,clean vehicle,8996,white,oklahoma,usa
628,13700,chevrolet,malibu,2019,clean vehicle,47282,silver,oklahoma,usa
629,37100,chevrolet,suburban,2019,clean vehicle,34470,black,oklahoma,usa
630,18500,chevrolet,colorado,2018,clean vehicle,87264,green,oregon,usa
631,18300,chevrolet,2500,2017,clean vehicle,114344,white,oregon,usa
632,19000,chevrolet,2500,2017,clean vehicle,111635,white,oregon,usa
633,18500,chevrolet,1500,2017,clean vehicle,103955,white,oregon,usa
634,22500,chevrolet,door,2016,clean vehicle,66640,white,oregon,usa
635,14500,chevrolet,door,2014,clean vehicle,122018,white,oregon,usa
636,32800,chevrolet,tahoe,2018,clean vehicle,46915,gray,oklahoma,usa
637,12300,chevrolet,malibu,2018,clean vehicle,53599,black,oklahoma,usa
638,19600,chevrolet,1500,2018,clean vehicle,41672,gray,oklahoma,usa
639,13600,chevrolet,malibu,2018,clean vehicle,36047,white,oklahoma,usa
640,7200,chevrolet,spark,2018,clean vehicle,42561,red,oklahoma,usa
641,19900,chevrolet,1500,2018,clean vehicle,40345,white,oklahoma,usa
642,13000,chevrolet,malibu,2018,clean vehicle,41751,gray,oklahoma,usa
643,19700,chevrolet,door,2016,clean vehicle,27593,white,oklahoma,usa
644,9400,chevrolet,door,2017,clean vehicle,24009,blue,oklahoma,usa
645,23800,chevrolet,1500,2017,clean vehicle,85697,white,oklahoma,usa
646,17700,chevrolet,equinox,2019,clean vehicle,25223,white,new york,usa
647,17000,chevrolet,door,2015,clean vehicle,27927,white,oklahoma,usa
648,14000,chevrolet,door,2014,clean vehicle,135127,red,florida,usa
649,32100,chevrolet,2500,2018,clean vehicle,55532,white,pennsylvania,usa
650,33100,chevrolet,2500,2019,clean vehicle,72172,white,pennsylvania,usa
651,31600,chevrolet,2500,2018,clean vehicle,57751,white,pennsylvania,usa
652,5100,chevrolet,door,2013,clean vehicle,96314,gray,pennsylvania,usa
653,4100,chevrolet,door,2013,clean vehicle,89152,blue,pennsylvania,usa
654,7200,chevrolet,door,2014,clean vehicle,114660,silver,texas,usa
655,12800,chevrolet,1500,2014,clean vehicle,177322,white,texas,usa
656,46800,chevrolet,1500,2019,clean vehicle,36423,gray,nebraska,usa
657,21800,chevrolet,van,2019,clean vehicle,23759,white,missouri,usa
658,3000,chevrolet,door,2013,clean vehicle,120667,gray,texas,usa
659,22500,chevrolet,colorado,2017,clean vehicle,65344,red,indiana,usa
660,35300,chevrolet,suburban,2018,clean vehicle,51347,black,missouri,usa
661,16500,chevrolet,volt,2017,clean vehicle,52322,black,oklahoma,usa
662,33000,chevrolet,door,2017,clean vehicle,67620,black,missouri,usa
663,31500,chevrolet,1500,2017,clean vehicle,59965,black,missouri,usa
664,34500,chevrolet,1500,2017,clean vehicle,28739,silver,missouri,usa
665,8000,chevrolet,trax,2016,clean vehicle,77429,silver,west virginia,usa
666,25000,chevrolet,1500,2017,clean vehicle,20847,white,west virginia,usa
667,10700,chevrolet,trax,2016,clean vehicle,44280,red,west virginia,usa
668,13400,chevrolet,door,2016,clean vehicle,86031,silver,west virginia,usa
669,16500,chevrolet,equinox,2019,clean vehicle,7622,gold,west virginia,usa
670,34000,chevrolet,traverse,2019,clean vehicle,8067,white,west virginia,usa
671,14100,chevrolet,trax,2018,clean vehicle,16502,white,west virginia,usa
672,38600,chevrolet,1500,2019,clean vehicle,20681,black,west virginia,usa
673,9100,chevrolet,door,2016,clean vehicle,54655,blue,missouri,usa
674,8600,chevrolet,door,2016,clean vehicle,57825,blue,missouri,usa
675,22000,chevrolet,door,2016,clean vehicle,58856,white,oklahoma,usa
676,8900,chevrolet,colorado,2015,clean vehicle,85072,white,west virginia,usa
677,15500,chevrolet,door,2015,clean vehicle,79506,red,west virginia,usa
678,3300,chevrolet,door,2015,clean vehicle,85301,silver,west virginia,usa
679,29000,chevrolet,1500,2015,clean vehicle,69377,brown,missouri,usa
680,17300,chevrolet,equinox,2020,clean vehicle,15577,black,nevada,usa
681,30500,chevrolet,traverse,2020,clean vehicle,23470,silver,nevada,usa
682,25000,chevrolet,impala,2020,clean vehicle,18715,silver,nevada,usa
683,2800,chevrolet,cruze,2012,clean vehicle,61258,white,illinois,usa
684,3300,chevrolet,door,2012,clean vehicle,131791,no_color,illinois,usa
685,36400,chevrolet,suburban,2019,clean vehicle,35705,silver,nevada,usa
686,34800,chevrolet,suburban,2019,clean vehicle,48982,silver,nevada,usa
687,20700,chevrolet,ld,2019,clean vehicle,33745,white,nevada,usa
688,32200,chevrolet,suburban,2019,clean vehicle,42267,silver,nevada,usa
689,35300,chevrolet,tahoe,2019,clean vehicle,46863,black,nevada,usa
690,33500,chevrolet,suburban,2019,clean vehicle,36443,white,nevada,usa
691,13700,chevrolet,impala,2019,clean vehicle,14939,blue,nevada,usa
692,15900,chevrolet,malibu,2019,clean vehicle,22026,black,nevada,usa
693,33200,chevrolet,suburban,2019,clean vehicle,38278,black,nevada,usa
694,35500,chevrolet,suburban,2019,clean vehicle,46149,silver,nevada,usa
695,29800,chevrolet,suburban,2018,clean vehicle,48427,silver,nevada,usa
696,29800,chevrolet,suburban,2018,clean vehicle,48807,gray,nevada,usa
697,29500,chevrolet,suburban,2018,clean vehicle,52618,silver,nevada,usa
698,30300,chevrolet,suburban,2018,clean vehicle,46494,white,nevada,usa
699,24300,chevrolet,1500,2018,clean vehicle,56296,black,new york,usa
700,29800,chevrolet,suburban,2017,clean vehicle,33909,silver,nevada,usa
701,29800,chevrolet,suburban,2017,clean vehicle,33028,white,nevada,usa
702,27500,chevrolet,camaro,2016,clean vehicle,44653,white,nevada,usa
703,10800,chevrolet,door,2017,clean vehicle,80516,gray,new jersey,usa
704,11500,chevrolet,van,2017,clean vehicle,105151,white,new jersey,usa
705,10400,chevrolet,van,2017,clean vehicle,78368,white,new jersey,usa
706,11400,chevrolet,equinox,2018,clean vehicle,78956,white,florida,usa
707,11400,chevrolet,equinox,2018,clean vehicle,88564,white,florida,usa
708,8000,chevrolet,door,2015,clean vehicle,78800,white,nevada,usa
709,3000,chevrolet,door,2012,clean vehicle,111856,white,california,usa
710,25000,chevrolet,door,2015,clean vehicle,80946,black,nevada,usa
711,12300,chevrolet,traverse,2017,clean vehicle,83168,gray,new york,usa
712,14100,chevrolet,traverse,2017,clean vehicle,58606,white,new york,usa
713,9000,chevrolet,van,2014,clean vehicle,82020,white,nevada,usa
714,4200,chevrolet,door,2014,clean vehicle,102500,black,nevada,usa
715,22500,chevrolet,van,2019,clean vehicle,8150,white,texas,usa
716,22600,chevrolet,van,2019,clean vehicle,6159,white,texas,usa
717,22600,chevrolet,van,2019,clean vehicle,5938,white,texas,usa
718,22500,chevrolet,van,2019,clean vehicle,9019,white,texas,usa
719,10200,chevrolet,malibu,2018,clean vehicle,45836,white,texas,usa
720,42700,chevrolet,3500,2016,clean vehicle,60215,white,texas,usa
721,21200,chevrolet,tahoe,2015,clean vehicle,125507,white,texas,usa
722,22700,chevrolet,door,2016,clean vehicle,90944,white,texas,usa
723,22000,chevrolet,tahoe,2015,clean vehicle,82785,gray,texas,usa
724,9600,chevrolet,1500,2014,clean vehicle,150525,white,texas,usa
725,10500,chevrolet,door,2013,clean vehicle,112267,silver,texas,usa
726,6700,chevrolet,door,2013,clean vehicle,139394,white,texas,usa
727,14200,chevrolet,door,2013,clean vehicle,82543,black,texas,usa
728,15500,chevrolet,equinox,2019,clean vehicle,13532,white,florida,usa
729,35100,chevrolet,1500,2018,clean vehicle,14751,blue,kansas,usa
730,26300,chevrolet,camaro,2018,clean vehicle,11150,gray,kansas,usa
731,15700,chevrolet,colorado,2016,clean vehicle,91248,white,new jersey,usa
732,17600,chevrolet,1500,2016,clean vehicle,65336,white,new jersey,usa
733,18600,chevrolet,1500,2016,clean vehicle,48974,white,new jersey,usa
734,19100,chevrolet,1500,2016,clean vehicle,40011,white,new jersey,usa
735,15200,chevrolet,equinox,2019,clean vehicle,37444,black,north carolina,usa
736,16100,chevrolet,equinox,2019,clean vehicle,43199,white,north carolina,usa
737,14800,chevrolet,equinox,2019,clean vehicle,43589,charcoal,north carolina,usa
738,16700,chevrolet,equinox,2019,clean vehicle,32870,charcoal,north carolina,usa
739,15300,chevrolet,equinox,2019,clean vehicle,38826,charcoal,north carolina,usa
740,16500,chevrolet,equinox,2019,clean vehicle,33739,charcoal,north carolina,usa
741,19600,chevrolet,passenger,2019,clean vehicle,35309,white,north carolina,usa
742,15200,chevrolet,impala,2019,clean vehicle,32248,red,north carolina,usa
743,15000,chevrolet,impala,2019,clean vehicle,36165,silver,north carolina,usa
744,15500,chevrolet,impala,2019,clean vehicle,29922,charcoal,north carolina,usa
745,15700,chevrolet,impala,2019,clean vehicle,26848,silver,north carolina,usa
746,14800,chevrolet,impala,2019,clean vehicle,41163,charcoal,north carolina,usa
747,9200,chevrolet,cruze,2017,clean vehicle,32856,red,north carolina,usa
748,8200,chevrolet,impala,2017,clean vehicle,100315,black,north carolina,usa
749,11400,chevrolet,door,2013,clean vehicle,91638,silver,new jersey,usa
750,6500,chevrolet,door,2015,clean vehicle,83173,white,north carolina,usa
751,11500,chevrolet,door,2014,clean vehicle,94356,gray,north carolina,usa
752,23800,chevrolet,door,2015,clean vehicle,85792,black,florida,usa
753,8900,chevrolet,door,2014,clean vehicle,129068,white,florida,usa
754,28300,chevrolet,ld,2019,clean vehicle,27665,red,indiana,usa
755,27300,chevrolet,ld,2019,clean vehicle,25427,black,indiana,usa
756,3500,chevrolet,door,2013,clean vehicle,78198,gray,new jersey,usa
757,28300,chevrolet,colorado,2020,clean vehicle,13886,silver,indiana,usa
758,18300,chevrolet,impala,2019,clean vehicle,34538,silver,indiana,usa
759,22500,dodge,charger,2018,clean vehicle,20575,silver,wisconsin,usa
760,22500,dodge,charger,2018,clean vehicle,26026,gray,wisconsin,usa
761,8300,dodge,door,2012,clean vehicle,99015,gray,wisconsin,usa
762,16500,dodge,caravan,2019,clean vehicle,27327,gray,nebraska,usa
763,14500,dodge,journey,2019,clean vehicle,30229,silver,nebraska,usa
764,30000,dodge,charger,2019,clean vehicle,43294,white,ontario,canada
765,30000,dodge,charger,2019,clean vehicle,54309,orange,ontario,canada
766,30000,dodge,charger,2019,clean vehicle,52822,white,ontario,canada
767,30000,dodge,charger,2019,clean vehicle,45554,white,ontario,canada
768,30000,dodge,charger,2019,clean vehicle,37538,white,ontario,canada
769,29500,dodge,charger,2019,clean vehicle,35153,red,ontario,canada
770,21600,dodge,challenger,2019,clean vehicle,23783,white,washington,usa
771,22600,dodge,charger,2019,clean vehicle,30759,black,washington,usa
772,16300,dodge,caravan,2019,clean vehicle,38922,gray,washington,usa
773,8600,dodge,door,2012,clean vehicle,165836,blue,washington,usa
774,28800,dodge,durango,2019,clean vehicle,19235,no_color,texas,usa
775,22100,dodge,challenger,2019,clean vehicle,9445,gray,texas,usa
776,14300,dodge,journey,2018,clean vehicle,19164,gray,north carolina,usa
777,13700,dodge,caravan,2018,clean vehicle,54106,white,north carolina,usa
778,29500,dodge,challenger,2017,clean vehicle,32051,no_color,arizona,usa
779,18500,dodge,journey,2017,clean vehicle,14870,gray,texas,usa
780,19000,dodge,door,2016,clean vehicle,32294,blue,colorado,usa
781,43400,dodge,challenger,2015,clean vehicle,7250,white,arizona,usa
782,46000,dodge,challenger,2015,clean vehicle,10145,no_color,arizona,usa
783,12500,dodge,journey,2018,clean vehicle,59924,silver,texas,usa
784,13900,dodge,charger,2017,clean vehicle,21304,black,florida,usa
785,13000,dodge,caravan,2018,clean vehicle,52079,white,california,usa
786,13000,dodge,caravan,2018,clean vehicle,54960,white,california,usa
787,3000,dodge,door,2013,clean vehicle,80099,white,texas,usa
788,17500,dodge,caravan,2019,clean vehicle,23987,black,florida,usa
789,7900,dodge,door,2017,clean vehicle,84144,gray,california,usa
790,8900,dodge,door,2014,clean vehicle,85639,blue,florida,usa
791,11500,dodge,caravan,2018,clean vehicle,50193,no_color,pennsylvania,usa
792,6500,dodge,journey,2017,clean vehicle,74392,black,pennsylvania,usa
793,8000,dodge,door,2017,clean vehicle,76117,black,pennsylvania,usa
794,18700,dodge,challenger,2018,clean vehicle,36358,gray,new jersey,usa
