id,price,brand,year,title_status,mileage,color,state,region,country
129,6830,ford,2017,clean vehicle,35888,gold,texas,South,usa
130,11900,dodge,2017,clean vehicle,59537,gray,south carolina,South,usa
131,26414,chevrolet,2017,clean vehicle,55222,black,michigan,Midwest,usa
132,4160,dodge,2018,clean vehicle,32870,gray,florida,South,usa
133,19405,chevrolet,2017,clean vehicle,39687,silver,michigan,Midwest,usa
134,5690,dodge,2018,clean vehicle,47085,silver,florida,South,usa
135,25900,chrysler,2017,clean vehicle,32224,silver,south carolina,South,usa
136,24005,chevrolet,2017,clean vehicle,51293,beige,michigan,Midwest,usa
137,5090,dodge,2018,clean vehicle,42989,gray,florida,South,usa
138,19500,chrysler,2017,clean vehicle,31311,gray,arizona,West,usa
139,32012,chevrolet,2017,clean vehicle,46091,white,michigan,Midwest,usa
140,6800,dodge,2016,clean vehicle,49033,black,michigan,Midwest,usa
141,4260,dodge,2018,clean vehicle,33957,gray,florida,South,usa
142,31802,chevrolet,2017,clean vehicle,19845,silver,michigan,Midwest,usa
143,7210,dodge,2018,clean vehicle,38910,black,florida,South,usa
144,28402,chevrolet,2017,clean vehicle,31234,black,michigan,Midwest,usa
145,6800,dodge,2018,clean vehicle,36767,gray,florida,South,usa
146,33300,cadillac,2015,clean vehicle,57932,gray,washington,West,usa
147,10780,dodge,2018,clean vehicle,19420,white,florida,South,usa
148,6700,ford,2014,clean vehicle,204155,beige,pennsylvania,Northeast,usa
149,20000,chevrolet,2016,clean vehicle,93493,white,washington,West,usa
150,6440,chrysler,2018,clean vehicle,20942,gray,florida,South,usa
151,19900,ford,2016,clean vehicle,86826,gray,south carolina,South,usa
152,37000,chevrolet,2015,clean vehicle,45787,white,washington,West,usa
153,4040,dodge,2018,clean vehicle,50765,red,florida,South,usa
154,22300,ford,2016,clean vehicle,62774,black,south carolina,South,usa
155,31200,chevrolet,2011,clean vehicle,76326,gray,washington,West,usa
156,4290,dodge,2018,clean vehicle,39029,white,florida,South,usa
157,22800,ford,2016,clean vehicle,72885,silver,south carolina,South,usa
158,19002,cadillac,2016,clean vehicle,46467,white,michigan,Midwest,usa
159,4160,dodge,2018,clean vehicle,6743,gray,florida,South,usa
160,18500,ford,2016,clean vehicle,33514,white,south carolina,South,usa
161,39000,bmw,2016,clean vehicle,39917,blue,michigan,Midwest,usa
162,6060,dodge,2018,clean vehicle,32504,black,florida,South,usa
163,28800,ford,2016,clean vehicle,77638,white,south carolina,South,usa
164,40000,bmw,2016,clean vehicle,31727,gray,michigan,Midwest,usa
165,6140,dodge,2018,clean vehicle,52966,silver,florida,South,usa
166,21000,ford,2016,clean vehicle,24157,gray,south carolina,South,usa
167,20105,buick,2016,clean vehicle,51393,beige,michigan,Midwest,usa
168,6760,dodge,2018,clean vehicle,35461,white,florida,South,usa
169,25800,ford,2014,clean vehicle,47055,brown,pennsylvania,Northeast,usa
170,39000,bmw,2016,clean vehicle,33110,black,michigan,Midwest,usa
171,5470,dodge,2018,clean vehicle,39721,black,florida,South,usa
172,14600,ford,2014,clean vehicle,75785,black,pennsylvania,Northeast,usa
173,24502,chevrolet,2016,clean vehicle,33624,black,michigan,Midwest,usa
174,15110,ford,2017,clean vehicle,42289,white,texas,South,usa
175,7900,ford,2014,clean vehicle,79422,white,new york,Northeast,usa
176,27305,chevrolet,2016,clean vehicle,28844,blue,michigan,Midwest,usa
177,15290,ford,2017,clean vehicle,66582,white,texas,South,usa
178,26500,ford,2015,clean vehicle,61436,silver,south carolina,South,usa
179,25502,chevrolet,2016,clean vehicle,58303,silver,michigan,Midwest,usa
180,7320,ford,2017,clean vehicle,55618,white,texas,South,usa
181,3800,chevrolet,2009,clean vehicle,261648,white,michigan,Midwest,usa
182,24502,chevrolet,2016,clean vehicle,33045,white,michigan,Midwest,usa
183,4140,ford,2017,clean vehicle,40747,white,texas,South,usa
184,1400,dodge,2002,clean vehicle,185460,black,michigan,Midwest,usa
185,18402,cadillac,2016,clean vehicle,26667,gray,michigan,Midwest,usa
186,4160,ford,2017,clean vehicle,37176,white,texas,South,usa
187,175,chrysler,2000,salvage insurance,231240,red,north carolina,South,usa
188,24503,chevrolet,2016,clean vehicle,18006,brown,michigan,Midwest,usa
189,15840,ford,2017,clean vehicle,72445,white,texas,South,usa
190,20500,ford,2014,clean vehicle,123355,black,south carolina,South,usa
191,21003,chevrolet,2016,clean vehicle,44116,silver,michigan,Midwest,usa
192,4200,ford,2017,clean vehicle,60219,red,texas,South,usa
193,17400,ford,2011,clean vehicle,135077,red,georgia,South,usa
194,32001,chevrolet,2016,clean vehicle,32058,black,michigan,Midwest,usa
195,15700,ford,2011,clean vehicle,309564,white,south carolina,South,usa
196,31009,chevrolet,2016,clean vehicle,33928,white,michigan,Midwest,usa
197,3740,ford,2017,clean vehicle,90618,white,texas,South,usa
198,5000,dodge,2001,clean vehicle,109360,white,georgia,South,usa
199,31002,chevrolet,2016,clean vehicle,71809,white,michigan,Midwest,usa
200,3160,ford,2017,clean vehicle,31563,gray,texas,South,usa
201,8600,dodge,2005,clean vehicle,219823,gray,south carolina,South,usa
202,6000,chevrolet,2018,clean vehicle,42090,gray,texas,South,usa
203,12990,ford,2017,clean vehicle,126523,white,texas,South,usa
204,25,chevrolet,2020,salvage insurance,7232,black,kentucky,South,usa
205,13200,buick,2017,clean vehicle,60171,black,texas,South,usa
206,4410,ford,2017,clean vehicle,209915,white,texas,South,usa
207,25,chrysler,2005,salvage insurance,151815,silver,massachusetts,Northeast,usa
208,22500,chevrolet,2020,clean vehicle,13826,green,georgia,South,usa
209,7420,ford,2017,clean vehicle,55854,white,texas,South,usa
210,13500,ford,2016,clean vehicle,45757,silver,arizona,West,usa
211,15500,chevrolet,2020,clean vehicle,16545,white,georgia,South,usa
212,3540,ford,2017,clean vehicle,112893,white,texas,South,usa
213,17000,ford,2016,clean vehicle,126802,no_color,florida,South,usa
214,45500,chevrolet,2020,clean vehicle,13303,white,georgia,South,usa
215,4130,ford,2017,clean vehicle,34061,silver,texas,South,usa
216,15700,ford,2015,clean vehicle,70251,white,arizona,West,usa
217,45500,chevrolet,2020,clean vehicle,13679,gray,georgia,South,usa
218,4130,ford,2017,clean vehicle,42426,gray,texas,South,usa
219,15500,dodge,2012,clean vehicle,66452,black,pennsylvania,Northeast,usa
220,16300,chevrolet,2020,clean vehicle,18221,white,georgia,South,usa
221,4530,ford,2017,clean vehicle,41455,white,texas,South,usa
222,15600,dodge,2011,clean vehicle,35275,black,pennsylvania,Northeast,usa
223,45500,chevrolet,2020,clean vehicle,13885,white,georgia,South,usa
224,4100,ford,2017,clean vehicle,38815,gray,texas,South,usa
225,18200,dodge,2011,clean vehicle,162281,white,pennsylvania,Northeast,usa
226,10200,chevrolet,2013,clean vehicle,56479,black,texas,South,usa
227,4080,ford,2017,clean vehicle,61027,black,texas,South,usa
228,5700,ford,2014,clean vehicle,178703,white,florida,South,usa
229,10200,chevrolet,2014,clean vehicle,173469,white,texas,South,usa
230,5000,ford,2017,clean vehicle,37321,white,texas,South,usa
231,1700,ford,2014,clean vehicle,112789,white,florida,South,usa
232,6200,bmw,2011,clean vehicle,80394,gray,texas,South,usa
233,3650,ford,2016,clean vehicle,68142,white,texas,South,usa
234,10500,dodge,2014,clean vehicle,74203,white,arizona,West,usa
235,43500,chevrolet,2018,clean vehicle,57604,white,georgia,South,usa
236,4610,dodge,2016,clean vehicle,87229,silver,texas,South,usa
237,3450,ford,2012,clean vehicle,90711,white,florida,South,usa
238,38500,chevrolet,2018,clean vehicle,11135,silver,georgia,South,usa
239,6810,ford,2016,clean vehicle,66781,silver,texas,South,usa
240,2900,ford,2011,clean vehicle,190994,white,florida,South,usa
241,43500,chevrolet,2018,clean vehicle,56007,white,georgia,South,usa
242,4450,ford,2016,clean vehicle,32486,white,texas,South,usa
243,5800,ford,2011,clean vehicle,195908,white,florida,South,usa
244,16500,chevrolet,2018,clean vehicle,18020,silver,georgia,South,usa
245,4240,dodge,2016,clean vehicle,83262,white,texas,South,usa
246,26500,ford,2008,clean vehicle,62015,white,pennsylvania,Northeast,usa
247,13700,chevrolet,2017,clean vehicle,36421,silver,georgia,South,usa
248,8600,ford,2016,clean vehicle,73321,white,texas,South,usa
249,8000,ford,2008,clean vehicle,132379,white,florida,South,usa
250,14200,chevrolet,2017,clean vehicle,28013,silver,georgia,South,usa
251,7040,ford,2016,clean vehicle,33291,silver,texas,South,usa
252,4700,ford,2005,clean vehicle,225236,no_color,florida,South,usa
253,30851,chevrolet,2016,clean vehicle,43176,red,georgia,South,usa
254,4880,ford,2016,clean vehicle,36876,silver,texas,South,usa
255,14500,dodge,2006,clean vehicle,111782,silver,pennsylvania,Northeast,usa
256,7600,chevrolet,2017,clean vehicle,110489,brown,nebraska,Midwest,usa
257,13270,ford,2016,clean vehicle,84035,white,texas,South,usa
258,12800,ford,2012,clean vehicle,131101,gray,arizona,West,usa
259,33000,chevrolet,2018,clean vehicle,52521,white,ontario,Canada,canada
260,9280,ford,2016,clean vehicle,101380,white,texas,South,usa
261,900,ford,2003,clean vehicle,142027,white,florida,South,usa
262,7560,ford,2016,clean vehicle,111476,gray,texas,South,usa
263,19500,ford,2011,clean vehicle,76897,white,pennsylvania,Northeast,usa
264,17100,chevrolet,2019,clean vehicle,15780,white,washington,West,usa
265,8020,ford,2016,clean vehicle,31944,white,texas,South,usa
266,10300,ford,2019,clean vehicle,18937,black,missouri,Midwest,usa
267,22600,chevrolet,2019,clean vehicle,9706,white,washington,West,usa
268,10480,ford,2016,clean vehicle,57289,gray,texas,South,usa
269,10300,ford,2019,clean vehicle,19956,silver,missouri,Midwest,usa
270,22700,chevrolet,2019,clean vehicle,6075,white,washington,West,usa
271,7410,ford,2016,clean vehicle,21034,gray,texas,South,usa
272,10300,ford,2019,clean vehicle,22881,gray,missouri,Midwest,usa
273,10300,chevrolet,2013,clean vehicle,167600,gray,washington,West,usa
274,7570,ford,2016,clean vehicle,37252,white,texas,South,usa
275,67000,dodge,2019,clean vehicle,10944,blue,ohio,Midwest,usa
276,18900,chevrolet,2019,clean vehicle,27601,white,texas,South,usa
277,12560,ford,2019,clean vehicle,15958,white,florida,South,usa
278,33000,dodge,2019,clean vehicle,32251,white,ohio,Midwest,usa
279,18300,chevrolet,2019,clean vehicle,25809,black,texas,South,usa
280,11760,ford,2017,clean vehicle,30553,white,texas,South,usa
281,31700,dodge,2019,clean vehicle,26549,red,ohio,Midwest,usa
282,25,dodge,2007,salvage insurance,160528,dark blue,minnesota,Midwest,usa
283,7340,ford,2019,clean vehicle,15854,gray,florida,South,usa
284,8200,hyundai,2017,clean vehicle,56690,white,connecticut,Northeast,usa
285,3000,kia,2013,clean vehicle,97142,silver,missouri,Midwest,usa
286,6530,jeep,2019,clean vehicle,10185,black,georgia,South,usa
287,12700,kia,2019,clean vehicle,23514,silver,california,West,usa
288,13800,kia,2017,clean vehicle,86959,gray,north carolina,South,usa
289,725,ford,2017,salvage insurance,67279,gray,virginia,South,usa
290,7400,ford,2019,clean vehicle,16482,gray,florida,South,usa
291,9800,hyundai,2017,clean vehicle,35687,red,connecticut,Northeast,usa
292,4400,jeep,2019,clean vehicle,17911,green,georgia,South,usa
293,10330,infiniti,2019,clean vehicle,21278,blue,florida,South,usa
294,1800,chevrolet,2011,salvage insurance,47269,black,arkansas,South,usa
295,50,chevrolet,2008,salvage insurance,172102,blue,texas,South,usa
296,720,ford,2006,clean vehicle,26914,no_color,florida,South,usa
297,22800,ford,2017,clean vehicle,67217,red,michigan,Midwest,usa
298,2500,ford,2017,salvage insurance,78698,black,california,West,usa
299,9190,gmc,2017,clean vehicle,41961,black,virginia,South,usa
300,10900,jeep,2019,clean vehicle,13273,red,michigan,Midwest,usa
301,10400,infiniti,2019,clean vehicle,31713,black,florida,South,usa
302,7320,chevrolet,2008,clean vehicle,325611,silver,florida,South,usa
303,22809,ford,2017,clean vehicle,50732,black,michigan,Midwest,usa
304,5520,gmc,2017,clean vehicle,52904,silver,virginia,South,usa
305,10900,jeep,2019,clean vehicle,14195,orange,michigan,Midwest,usa
306,6330,jeep,2019,clean vehicle,43965,red,florida,South,usa
307,25,chevrolet,2010,salvage insurance,149189,white,colorado,West,usa
308,2320,dodge,2007,clean vehicle,112182,red,florida,South,usa
309,23702,ford,2017,clean vehicle,49024,black,michigan,Midwest,usa
310,5520,gmc,2017,clean vehicle,35821,silver,virginia,South,usa
311,4050,heartland,2018,clean vehicle,1,gray,pennsylvania,Northeast,usa
312,14810,infiniti,2019,clean vehicle,32611,brown,florida,South,usa
313,25,chevrolet,2011,salvage insurance,105244,white,colorado,West,usa
314,2960,chrysler,2008,clean vehicle,164048,red,florida,South,usa
315,24800,ford,2017,clean vehicle,46955,gray,michigan,Midwest,usa
316,6270,gmc,2017,clean vehicle,70443,black,virginia,South,usa
317,1880,heartland,2012,clean vehicle,1,white,pennsylvania,Northeast,usa
318,10050,infiniti,2019,clean vehicle,18229,gray,florida,South,usa
319,225,chevrolet,2014,salvage insurance,87673,red,colorado,West,usa
320,26900,chevrolet,2018,clean vehicle,42941,black,missouri,Midwest,usa
321,1420,chrysler,2007,clean vehicle,104405,gold,florida,South,usa
322,27003,ford,2017,clean vehicle,57186,black,michigan,Midwest,usa
323,350,ford,2004,salvage insurance,236980,gray,illinois,Midwest,usa
324,5600,gmc,2017,clean vehicle,59808,black,virginia,South,usa
325,6680,heartland,2011,clean vehicle,1,gray,pennsylvania,Northeast,usa
326,10120,infiniti,2019,clean vehicle,20681,white,florida,South,usa
327,3920,ford,2015,clean vehicle,102700,white,georgia,South,usa
328,23100,ford,2017,clean vehicle,53270,black,michigan,Midwest,usa
329,5630,gmc,2017,clean vehicle,27195,black,virginia,South,usa
330,2800,jaguar,2019,clean vehicle,20849,black,florida,South,usa
331,8850,ford,2015,clean vehicle,143818,black,georgia,South,usa
332,18712,ford,2017,clean vehicle,67347,black,michigan,Midwest,usa
333,6300,gmc,2017,clean vehicle,117400,blue,virginia,South,usa
334,2220,heartland,2010,clean vehicle,1,white,pennsylvania,Northeast,usa
335,6930,jeep,2019,clean vehicle,47798,red,florida,South,usa
336,25,chevrolet,2008,salvage insurance,130623,white,california,West,usa
337,3440,ford,2015,clean vehicle,124542,white,georgia,South,usa
338,50412,ford,2017,clean vehicle,47129,black,michigan,Midwest,usa
339,25,ford,1994,salvage insurance,206162,white,georgia,South,usa
340,950,ford,2001,salvage insurance,229886,red,illinois,Midwest,usa
341,9270,gmc,2017,clean vehicle,19490,gray,virginia,South,usa
342,11380,jeep,2019,clean vehicle,12038,black,michigan,Midwest,usa
343,5350,hyundai,2019,clean vehicle,43536,blue,florida,South,usa
344,2725,chevrolet,2004,salvage insurance,308451,black,south carolina,South,usa
345,3790,ford,2015,clean vehicle,100893,gray,georgia,South,usa
346,40514,ford,2017,clean vehicle,90304,white,michigan,Midwest,usa
347,9190,gmc,2017,clean vehicle,31394,gray,virginia,South,usa
348,10330,infiniti,2019,clean vehicle,25933,gray,florida,South,usa
349,1000,acura,2008,salvage insurance,118250,gray,michigan,Midwest,usa
350,2925,bmw,2013,salvage insurance,46060,white,florida,South,usa
351,3830,ford,2015,clean vehicle,50593,gold,georgia,South,usa
352,43402,ford,2017,clean vehicle,62387,blue,michigan,Midwest,usa
353,1025,gmc,2009,salvage insurance,169634,black,michigan,Midwest,usa
354,17200,honda,2016,clean vehicle,72527,gray,new jersey,Northeast,usa
355,6940,honda,2010,clean vehicle,217290,no_color,pennsylvania,Northeast,usa
356,13080,infiniti,2019,clean vehicle,17243,gray,florida,South,usa
357,25,chevrolet,2007,salvage insurance,194903,gray,virginia,South,usa
358,10630,ford,2015,clean vehicle,82899,white,georgia,South,usa
359,43009,ford,2017,clean vehicle,76418,white,michigan,Midwest,usa
360,25,gmc,2003,salvage insurance,138441,white,michigan,Midwest,usa
361,4600,ford,2006,salvage insurance,240740,brown,mississippi,South,usa
362,4950,honda,2016,clean vehicle,71404,black,virginia,South,usa
363,3760,hyundai,2019,clean vehicle,30382,silver,florida,South,usa
364,3900,acura,2009,clean vehicle,179389,black,texas,South,usa
365,3830,ford,2015,clean vehicle,82534,silver,georgia,South,usa
366,53500,ford,2017,clean vehicle,55732,white,michigan,Midwest,usa
367,25,ford,2010,salvage insurance,198596,gray,michigan,Midwest,usa
368,25,ford,1998,salvage insurance,300021,brown,arkansas,South,usa
369,6240,honda,2015,clean vehicle,83623,silver,virginia,South,usa
370,4150,jeep,2014,clean vehicle,108895,white,new york,Northeast,usa
371,25,jeep,1999,salvage insurance,226972,black,florida,South,usa
372,61200,bmw,2020,clean vehicle,7509,black,california,West,usa
373,13500,bmw,2014,clean vehicle,33542,blue,new jersey,Northeast,usa
374,6490,ford,2015,clean vehicle,74754,black,georgia,South,usa
375,51502,ford,2017,clean vehicle,27661,black,michigan,Midwest,usa
376,250,ford,2010,salvage insurance,115241,white,michigan,Midwest,usa
377,25,ford,1984,salvage insurance,41577,white,arkansas,South,usa
378,8160,honda,2015,clean vehicle,109027,gray,virginia,South,usa
379,7770,jeep,2014,clean vehicle,72732,gray,new york,Northeast,usa
380,200,jeep,2001,salvage insurance,126400,green,maryland,South,usa
381,25,audi,2008,salvage insurance,177422,black,texas,South,usa
382,1825,bmw,2008,salvage insurance,77984,white,georgia,South,usa
383,39800,bmw,2017,clean vehicle,23177,blue,california,West,usa
384,9210,ford,2015,clean vehicle,26911,silver,georgia,South,usa
385,58500,ford,2019,clean vehicle,21527,blue,washington,West,usa
386,125,ford,2014,salvage insurance,56461,silver,michigan,Midwest,usa
387,3960,honda,2015,clean vehicle,95128,white,virginia,South,usa
388,5998,hyundai,2014,clean vehicle,122975,phantom black,new york,Northeast,usa
389,3700,honda,2014,clean vehicle,162824,blue,new york,Northeast,usa
390,5000,gmc,2012,clean vehicle,140339,black,utah,West,usa
391,15050,infiniti,2019,clean vehicle,26786,white,texas,South,usa
392,3960,hyundai,2019,clean vehicle,35623,red,ohio,Midwest,usa
393,36300,lincoln,2019,clean vehicle,14541,black,california,West,usa
394,55600,lexus,2020,clean vehicle,8186,silver,florida,South,usa
395,2630,nissan,2018,clean vehicle,36739,gray,california,West,usa
396,5690,nissan,2017,clean vehicle,42616,blue,new jersey,Northeast,usa
397,19500,audi,2017,clean vehicle,65833,blue,texas,South,usa
398,450,chevrolet,2008,salvage insurance,123515,yellow,minnesota,Midwest,usa
399,20400,cadillac,2015,clean vehicle,36122,white,wisconsin,Midwest,usa
400,4320,chevrolet,2011,clean vehicle,88359,brown,florida,South,usa
401,33001,ford,2017,clean vehicle,35905,gray,michigan,Midwest,usa
402,10000,ford,2017,salvage insurance,35747,red,arkansas,South,usa
403,5790,gmc,2012,clean vehicle,105020,white,utah,West,usa
404,14750,infiniti,2019,clean vehicle,11047,black,texas,South,usa
405,4010,hyundai,2019,clean vehicle,31233,silver,ohio,Midwest,usa
406,40000,mercedes-benz,2019,clean vehicle,19427,white,california,West,usa
407,13000,kia,2017,clean vehicle,71991,silver,new jersey,Northeast,usa
408,3550,nissan,2018,clean vehicle,29043,blue,california,West,usa
409,3040,nissan,2017,clean vehicle,36064,gray,new jersey,Northeast,usa
410,36400,audi,2015,clean vehicle,47213,black,wisconsin,Midwest,usa
411,4480,ford,2011,clean vehicle,116480,black,florida,South,usa
412,31003,ford,2017,clean vehicle,72084,red,michigan,Midwest,usa
413,75,ford,2001,salvage insurance,295780,gold,arkansas,South,usa
414,8850,gmc,2011,clean vehicle,148035,white,utah,West,usa
415,14750,infiniti,2019,clean vehicle,11396,white,texas,South,usa
416,4690,hyundai,2019,clean vehicle,33785,silver,ohio,Midwest,usa
417,23000,land,2018,clean vehicle,20103,black,california,West,usa
418,46900,land,2018,clean vehicle,32387,black,florida,South,usa
419,10740,mercedes-benz,2018,clean vehicle,48140,white,california,West,usa
420,3160,nissan,2017,clean vehicle,34861,gray,new jersey,Northeast,usa
421,3450,chrysler,2011,clean vehicle,114119,gold,florida,South,usa
422,27102,ford,2017,clean vehicle,34165,red,michigan,Midwest,usa
423,500,gmc,2018,salvage insurance,27442,black,arkansas,South,usa
424,5100,gmc,2011,clean vehicle,144792,white,utah,West,usa
425,15010,infiniti,2019,clean vehicle,11394,beige,texas,South,usa
426,5800,jeep,2019,clean vehicle,30546,silver,ohio,Midwest,usa
427,23200,land,2018,clean vehicle,23745,black,california,West,usa
428,8000,hyundai,2015,clean vehicle,88274,red,pennsylvania,Northeast,usa
429,3390,nissan,2018,clean vehicle,38349,gray,california,West,usa
430,3140,nissan,2017,clean vehicle,30142,white,new jersey,Northeast,usa
431,25,chevrolet,2007,salvage insurance,267834,black,texas,South,usa
432,15000,bmw,2014,clean vehicle,44730,silver,illinois,Midwest,usa
433,10440,chevrolet,2011,clean vehicle,92476,blue,florida,South,usa
434,23911,ford,2017,clean vehicle,25698,black,michigan,Midwest,usa
435,25,ford,2010,salvage insurance,155242,gray,oklahoma,South,usa
436,21400,gmc,2018,clean vehicle,54332,gray,new jersey,Northeast,usa
437,5380,gmc,2011,clean vehicle,119215,white,utah,West,usa
438,11000,jeep,2019,clean vehicle,8930,red,michigan,Midwest,usa
439,4950,jeep,2019,clean vehicle,46985,silver,ohio,Midwest,usa
440,22500,land,2018,clean vehicle,30220,black,california,West,usa
441,30300,maserati,2017,clean vehicle,37021,black,florida,South,usa
442,2630,nissan,2018,clean vehicle,43152,white,california,West,usa
443,3140,nissan,2017,clean vehicle,34318,silver,new jersey,Northeast,usa
444,2300,chevrolet,2011,salvage insurance,88287,white,arkansas,South,usa
445,4310,chevrolet,2011,clean vehicle,105486,black,florida,South,usa
446,26012,ford,2017,clean vehicle,19850,black,michigan,Midwest,usa
447,75,ford,2014,salvage insurance,116535,silver,oklahoma,South,usa
448,48500,gmc,2019,clean vehicle,15777,black,pennsylvania,Northeast,usa
449,3330,gmc,2009,clean vehicle,87448,white,utah,West,usa
450,11200,jeep,2019,clean vehicle,8395,yellow,michigan,Midwest,usa
451,4730,hyundai,2019,clean vehicle,30121,red,ohio,Midwest,usa
452,24900,mercedes-benz,2018,clean vehicle,33687,white,california,West,usa
453,29400,mercedes-benz,2017,clean vehicle,37561,blue,florida,South,usa
454,8350,nissan,2018,clean vehicle,32256,gray,california,West,usa
455,3210,nissan,2017,clean vehicle,25255,black,new jersey,Northeast,usa
456,25,chevrolet,2006,salvage insurance,165327,white,arkansas,South,usa
457,4200,chevrolet,2006,clean vehicle,118009,white,wisconsin,Midwest,usa
458,8430,chevrolet,2011,clean vehicle,114547,black,florida,South,usa
459,25503,ford,2017,clean vehicle,18647,black,michigan,Midwest,usa
460,26000,gmc,2019,clean vehicle,16669,black,pennsylvania,Northeast,usa
461,3900,honda,2017,clean vehicle,47970,blue,virginia,South,usa
462,11200,jeep,2019,clean vehicle,12905,gray,michigan,Midwest,usa
463,8610,jeep,2019,clean vehicle,22123,silver,ohio,Midwest,usa
464,28000,mercedes-benz,2018,clean vehicle,40780,white,california,West,usa
465,84900,mercedes-benz,2017,clean vehicle,25302,silver,florida,South,usa
466,10840,lexus,2017,clean vehicle,36596,black,california,West,usa
467,11050,ram,2017,clean vehicle,30421,white,new jersey,Northeast,usa
468,1000,chevrolet,2005,clean vehicle,135675,gray,wisconsin,Midwest,usa
469,3570,dodge,2015,clean vehicle,17355,black,georgia,South,usa
470,25001,ford,2017,clean vehicle,27773,gray,michigan,Midwest,usa
471,5630,gmc,2017,clean vehicle,58366,black,virginia,South,usa
472,11100,jeep,2019,clean vehicle,11229,white,michigan,Midwest,usa
473,4650,hyundai,2019,clean vehicle,27492,white,ohio,Midwest,usa
474,3820,nissan,2016,clean vehicle,41654,blue,california,West,usa
475,2900,nissan,2017,clean vehicle,31954,gray,new jersey,Northeast,usa
476,5100,chevrolet,2004,clean vehicle,173321,gray,wisconsin,Midwest,usa
477,4700,dodge,2015,clean vehicle,93423,red,georgia,South,usa
478,29502,ford,2017,clean vehicle,14053,red,michigan,Midwest,usa
479,6160,honda,2017,clean vehicle,25956,white,virginia,South,usa
480,10910,jeep,2019,clean vehicle,12253,red,michigan,Midwest,usa
481,3440,hyundai,2019,clean vehicle,34895,gray,ohio,Midwest,usa
482,16000,mazda,2016,clean vehicle,47753,gray,florida,South,usa
483,3810,kia,2016,clean vehicle,39408,black,california,West,usa
484,3020,nissan,2017,clean vehicle,33599,white,new jersey,Northeast,usa
485,2000,chevrolet,2003,clean vehicle,507985,red,wisconsin,Midwest,usa
486,3870,ford,2010,clean vehicle,185983,white,florida,South,usa
487,24811,ford,2017,clean vehicle,28464,red,michigan,Midwest,usa
488,75,ford,2007,salvage insurance,154989,blue,oklahoma,South,usa
489,5420,honda,2017,clean vehicle,16702,black,virginia,South,usa
490,11100,jeep,2019,clean vehicle,11449,yellow,michigan,Midwest,usa
491,4750,hyundai,2019,clean vehicle,25847,gray,ohio,Midwest,usa
492,17900,mercedes-benz,2015,clean vehicle,49772,gray,florida,South,usa
493,3800,nissan,2015,clean vehicle,83915,black,california,West,usa
494,3160,nissan,2017,clean vehicle,40306,silver,new jersey,Northeast,usa
495,1200,chevrolet,2001,clean vehicle,149543,red,wisconsin,Midwest,usa
496,6470,chevrolet,2010,clean vehicle,69622,yellow,florida,South,usa
497,26400,ford,2017,clean vehicle,36295,red,michigan,Midwest,usa
498,32500,gmc,2018,clean vehicle,14856,blue,pennsylvania,Northeast,usa
499,6900,honda,2017,clean vehicle,44129,brown,minnesota,Midwest,usa
500,11030,jeep,2019,clean vehicle,10861,yellow,michigan,Midwest,usa
501,3460,hyundai,2012,clean vehicle,142106,white,mississippi,South,usa
502,18000,mercedes-benz,2015,clean vehicle,82411,black,florida,South,usa
503,3250,hyundai,2015,clean vehicle,111612,gray,california,West,usa
504,3210,nissan,2017,clean vehicle,35251,gray,new jersey,Northeast,usa
505,13200,chevrolet,2017,clean vehicle,50408,black,pennsylvania,Northeast,usa
506,27705,ford,2019,clean vehicle,15630,gray,michigan,Midwest,usa
507,7200,chevrolet,2017,clean vehicle,53273,black,pennsylvania,Northeast,usa
508,28714,ford,2019,clean vehicle,14786,white,michigan,Midwest,usa
509,11200,chevrolet,2017,clean vehicle,85315,white,pennsylvania,Northeast,usa
510,27502,ford,2019,clean vehicle,16146,gray,michigan,Midwest,usa
511,11900,chevrolet,2017,clean vehicle,76211,blue,pennsylvania,Northeast,usa
512,29314,ford,2019,clean vehicle,15265,gray,michigan,Midwest,usa
513,11200,chevrolet,2017,clean vehicle,79965,silver,pennsylvania,Northeast,usa
514,27002,ford,2019,clean vehicle,16059,gray,michigan,Midwest,usa
515,13200,chevrolet,2017,clean vehicle,62739,black,pennsylvania,Northeast,usa
516,28214,ford,2019,clean vehicle,15569,white,michigan,Midwest,usa
517,12700,chevrolet,2017,clean vehicle,58932,black,pennsylvania,Northeast,usa
518,29900,ford,2019,clean vehicle,17488,white,michigan,Midwest,usa
519,12700,chevrolet,2017,clean vehicle,60733,black,pennsylvania,Northeast,usa
520,27202,ford,2019,clean vehicle,18550,red,michigan,Midwest,usa
521,13500,chevrolet,2018,clean vehicle,53194,white,new jersey,Northeast,usa
522,27705,ford,2019,clean vehicle,17644,silver,michigan,Midwest,usa
523,14700,chevrolet,2016,clean vehicle,34454,white,pennsylvania,Northeast,usa
524,29900,ford,2019,clean vehicle,17684,white,michigan,Midwest,usa
525,4500,chevrolet,2015,clean vehicle,83279,gray,pennsylvania,Northeast,usa
526,27705,ford,2019,clean vehicle,16600,silver,michigan,Midwest,usa
527,8000,chevrolet,2015,clean vehicle,107971,gray,pennsylvania,Northeast,usa
528,25511,ford,2019,clean vehicle,17801,silver,michigan,Midwest,usa
529,7700,chevrolet,2015,clean vehicle,94150,white,pennsylvania,Northeast,usa
530,29900,ford,2019,clean vehicle,17159,silver,michigan,Midwest,usa
