id,price,brand,year,title_status,mileage,color,state,region,country
531,7200,chevrolet,2015,clean vehicle,80711,white,pennsylvania,Northeast,usa
532,27502,ford,2019,clean vehicle,17983,red,michigan,Midwest,usa
533,4500,chevrolet,2013,clean vehicle,119981,white,pennsylvania,Northeast,usa
534,27402,ford,2019,clean vehicle,17851,white,michigan,Midwest,usa
535,1500,chevrolet,2013,clean vehicle,66079,black,pennsylvania,Northeast,usa
536,26602,ford,2019,clean vehicle,18174,white,michigan,Midwest,usa
537,10200,chevrolet,2019,clean vehicle,7654,black,illinois,Midwest,usa
538,29900,ford,2019,clean vehicle,18759,black,michigan,Midwest,usa
539,14000,chevrolet,2019,clean vehicle,11564,white,illinois,Midwest,usa
540,28500,ford,2019,clean vehicle,18901,silver,michigan,Midwest,usa
541,8000,chevrolet,2016,clean vehicle,86541,black,florida,South,usa
542,29809,ford,2019,clean vehicle,21157,silver,michigan,Midwest,usa
543,36900,chevrolet,2015,clean vehicle,29937,black,florida,South,usa
544,26902,ford,2019,clean vehicle,23964,white,michigan,Midwest,usa
545,10950,chevrolet,2015,clean vehicle,58504,red,florida,South,usa
546,27402,ford,2019,clean vehicle,20154,white,michigan,Midwest,usa
547,16900,acura,2014,clean vehicle,63500,silver,florida,South,usa
548,25600,ford,2019,clean vehicle,23294,silver,michigan,Midwest,usa
549,29700,bmw,2016,clean vehicle,24293,no_color,texas,South,usa
550,27702,ford,2019,clean vehicle,20343,red,michigan,Midwest,usa
551,13500,buick,2016,clean vehicle,19655,red,texas,South,usa
552,27102,ford,2019,clean vehicle,19100,white,michigan,Midwest,usa
553,27102,ford,2019,clean vehicle,20014,white,michigan,Midwest,usa
554,25811,ford,2019,clean vehicle,21774,black,michigan,Midwest,usa
555,26602,ford,2019,clean vehicle,21201,white,michigan,Midwest,usa
556,27102,ford,2019,clean vehicle,21766,white,michigan,Midwest,usa
557,37500,buick,2019,clean vehicle,12406,gray,wisconsin,Midwest,usa
558,26211,ford,2019,clean vehicle,17977,blue,michigan,Midwest,usa
559,24205,ford,2019,clean vehicle,22805,silver,michigan,Midwest,usa
560,37500,cadillac,2019,clean vehicle,16013,black,wisconsin,Midwest,usa
561,27111,ford,2019,clean vehicle,14382,black,michigan,Midwest,usa
562,27411,ford,2019,clean vehicle,9660,black,michigan,Midwest,usa
563,27302,ford,2019,clean vehicle,18969,black,michigan,Midwest,usa
564,27202,ford,2019,clean vehicle,24730,gray,michigan,Midwest,usa
565,26311,ford,2019,clean vehicle,15847,red,michigan,Midwest,usa
566,26602,ford,2019,clean vehicle,25009,white,michigan,Midwest,usa
567,33500,bmw,2017,clean vehicle,22115,blue,wisconsin,Midwest,usa
568,27511,ford,2019,clean vehicle,11836,white,michigan,Midwest,usa
569,21500,buick,2017,clean vehicle,23765,red,wisconsin,Midwest,usa
570,27200,ford,2019,clean vehicle,25508,silver,michigan,Midwest,usa
571,26511,ford,2019,clean vehicle,18196,red,michigan,Midwest,usa
572,24002,ford,2019,clean vehicle,16106,gray,michigan,Midwest,usa
573,21500,buick,2017,clean vehicle,14907,silver,wisconsin,Midwest,usa
574,18511,ford,2019,clean vehicle,12735,gray,michigan,Midwest,usa
575,14000,kia,2017,clean vehicle,53424,black,connecticut,Northeast,usa
576,29000,buick,2017,clean vehicle,17940,green,illinois,Midwest,usa
577,23402,ford,2019,clean vehicle,17417,gray,michigan,Midwest,usa
578,13300,kia,2017,clean vehicle,37125,no_color,connecticut,Northeast,usa
579,19700,bmw,2017,clean vehicle,61428,black,wisconsin,Midwest,usa
580,23211,ford,2019,clean vehicle,17025,black,michigan,Midwest,usa
581,15500,kia,2017,clean vehicle,37668,red,connecticut,Northeast,usa
582,18111,ford,2019,clean vehicle,15805,black,michigan,Midwest,usa
583,21500,kia,2017,clean vehicle,43761,gray,connecticut,Northeast,usa
584,25511,ford,2019,clean vehicle,11342,gray,michigan,Midwest,usa
585,17700,chevrolet,2017,clean vehicle,35664,blue,wisconsin,Midwest,usa
586,28000,chevrolet,2017,clean vehicle,12780,white,illinois,Midwest,usa
587,14000,chevrolet,2017,clean vehicle,38458,blue,wisconsin,Midwest,usa
588,21700,chevrolet,2017,clean vehicle,34420,silver,wisconsin,Midwest,usa
589,13500,chevrolet,2017,clean vehicle,46497,white,wisconsin,Midwest,usa
590,35500,chevrolet,2017,clean vehicle,21268,no_color,wisconsin,Midwest,usa
591,29500,chevrolet,2017,clean vehicle,31029,red,wisconsin,Midwest,usa
592,25300,chevrolet,2017,clean vehicle,40878,no_color,wisconsin,Midwest,usa
593,21500,chevrolet,2016,clean vehicle,20270,silver,new jersey,Northeast,usa
594,25900,chevrolet,2016,clean vehicle,32984,blue,wisconsin,Midwest,usa
595,35300,chevrolet,2016,clean vehicle,75506,black,wisconsin,Midwest,usa
596,13500,chevrolet,2016,clean vehicle,39951,red,wisconsin,Midwest,usa
597,62000,chevrolet,2016,clean vehicle,19403,white,illinois,Midwest,usa
598,46000,chevrolet,2016,clean vehicle,4445,black,illinois,Midwest,usa
599,9000,chevrolet,2016,clean vehicle,67527,gray,wisconsin,Midwest,usa
600,25900,chevrolet,2016,clean vehicle,33588,white,wisconsin,Midwest,usa
601,25800,chevrolet,2016,clean vehicle,10103,no_color,wisconsin,Midwest,usa
602,17000,chevrolet,2016,clean vehicle,26474,gray,wisconsin,Midwest,usa
603,12800,chevrolet,2016,clean vehicle,40253,white,wisconsin,Midwest,usa
604,47400,chevrolet,2016,clean vehicle,39624,red,wisconsin,Midwest,usa
605,24400,chevrolet,2016,clean vehicle,48705,gray,wisconsin,Midwest,usa
606,17100,chevrolet,2016,clean vehicle,19659,white,wisconsin,Midwest,usa
607,7400,chevrolet,2015,clean vehicle,91299,no_color,wisconsin,Midwest,usa
608,33100,chevrolet,2015,clean vehicle,81614,gold,wisconsin,Midwest,usa
609,22000,chevrolet,2020,clean vehicle,179,gray,california,West,usa
610,35000,chevrolet,2019,clean vehicle,5523,no_color,california,West,usa
611,16500,chevrolet,2019,clean vehicle,29841,silver,california,West,usa
612,35300,chevrolet,2019,clean vehicle,8516,silver,california,West,usa
613,11600,chevrolet,2017,clean vehicle,27498,black,california,West,usa
614,28100,chevrolet,2017,clean vehicle,31141,silver,california,West,usa
615,27700,chevrolet,2017,clean vehicle,20784,white,california,West,usa
616,17700,chevrolet,2017,clean vehicle,52667,white,california,West,usa
617,16600,chevrolet,2017,clean vehicle,26003,no_color,california,West,usa
618,63200,chevrolet,2016,clean vehicle,4266,red,california,West,usa
619,36800,chevrolet,2015,clean vehicle,32332,white,california,West,usa
620,19500,chevrolet,2018,clean vehicle,44333,white,texas,South,usa
621,38800,chevrolet,2019,clean vehicle,36198,blue,oklahoma,South,usa
622,37500,chevrolet,2019,clean vehicle,33331,silver,oklahoma,South,usa
623,35000,chevrolet,2019,clean vehicle,43082,gray,oklahoma,South,usa
624,31100,chevrolet,2019,clean vehicle,24561,gray,oklahoma,South,usa
625,22600,chevrolet,2019,clean vehicle,13485,white,oklahoma,South,usa
626,22400,chevrolet,2019,clean vehicle,15524,white,oklahoma,South,usa
627,22700,chevrolet,2019,clean vehicle,8996,white,oklahoma,South,usa
628,13700,chevrolet,2019,clean vehicle,47282,silver,oklahoma,South,usa
629,37100,chevrolet,2019,clean vehicle,34470,black,oklahoma,South,usa
630,18500,chevrolet,2018,clean vehicle,87264,green,oregon,West,usa
631,18300,chevrolet,2017,clean vehicle,114344,white,oregon,West,usa
632,19000,chevrolet,2017,clean vehicle,111635,white,oregon,West,usa
633,18500,chevrolet,2017,clean vehicle,103955,white,oregon,West,usa
634,22500,chevrolet,2016,clean vehicle,66640,white,oregon,West,usa
635,14500,chevrolet,2014,clean vehicle,122018,white,oregon,West,usa
636,32800,chevrolet,2018,clean vehicle,46915,gray,oklahoma,South,usa
637,12300,chevrolet,2018,clean vehicle,53599,black,oklahoma,South,usa
638,19600,chevrolet,2018,clean vehicle,41672,gray,oklahoma,South,usa
639,13600,chevrolet,2018,clean vehicle,36047,white,oklahoma,South,usa
640,7200,chevrolet,2018,clean vehicle,42561,red,oklahoma,South,usa
641,19900,chevrolet,2018,clean vehicle,40345,white,oklahoma,South,usa
642,13000,chevrolet,2018,clean vehicle,41751,gray,oklahoma,South,usa
643,19700,chevrolet,2016,clean vehicle,27593,white,oklahoma,South,usa
644,9400,chevrolet,2017,clean vehicle,24009,blue,oklahoma,South,usa
645,23800,chevrolet,2017,clean vehicle,85697,white,oklahoma,South,usa
646,17700,chevrolet,2019,clean vehicle,25223,white,new york,Northeast,usa
647,17000,chevrolet,2015,clean vehicle,27927,white,oklahoma,South,usa
648,14000,chevrolet,2014,clean vehicle,135127,red,florida,South,usa
649,32100,chevrolet,2018,clean vehicle,55532,white,pennsylvania,Northeast,usa
650,33100,chevrolet,2019,clean vehicle,72172,white,pennsylvania,Northeast,usa
651,31600,chevrolet,2018,clean vehicle,57751,white,pennsylvania,Northeast,usa
652,5100,chevrolet,2013,clean vehicle,96314,gray,pennsylvania,Northeast,usa
653,4100,chevrolet,2013,clean vehicle,89152,blue,pennsylvania,Northeast,usa
654,7200,chevrolet,2014,clean vehicle,114660,silver,texas,South,usa
655,12800,chevrolet,2014,clean vehicle,177322,white,texas,South,usa
656,46800,chevrolet,2019,clean vehicle,36423,gray,nebraska,Midwest,usa
657,21800,chevrolet,2019,clean vehicle,23759,white,missouri,Midwest,usa
658,3000,chevrolet,2013,clean vehicle,120667,gray,texas,South,usa
659,22500,chevrolet,2017,clean vehicle,65344,red,indiana,Midwest,usa
660,35300,chevrolet,2018,clean vehicle,51347,black,missouri,Midwest,usa
661,16500,chevrolet,2017,clean vehicle,52322,black,oklahoma,South,usa
662,33000,chevrolet,2017,clean vehicle,67620,black,missouri,Midwest,usa
663,31500,chevrolet,2017,clean vehicle,59965,black,missouri,Midwest,usa
664,34500,chevrolet,2017,clean vehicle,28739,silver,missouri,Midwest,usa
665,8000,chevrolet,2016,clean vehicle,77429,silver,west virginia,South,usa
666,25000,chevrolet,2017,clean vehicle,20847,white,west virginia,South,usa
667,10700,chevrolet,2016,clean vehicle,44280,red,west virginia,South,usa
668,13400,chevrolet,2016,clean vehicle,86031,silver,west virginia,South,usa
669,16500,chevrolet,2019,clean vehicle,7622,gold,west virginia,South,usa
670,34000,chevrolet,2019,clean vehicle,8067,white,west virginia,South,usa
671,14100,chevrolet,2018,clean vehicle,16502,white,west virginia,South,usa
672,38600,chevrolet,2019,clean vehicle,20681,black,west virginia,South,usa
673,9100,chevrolet,2016,clean vehicle,54655,blue,missouri,Midwest,usa
674,8600,chevrolet,2016,clean vehicle,57825,blue,missouri,Midwest,usa
675,22000,chevrolet,2016,clean vehicle,58856,white,oklahoma,South,usa
676,8900,chevrolet,2015,clean vehicle,85072,white,west virginia,South,usa
677,15500,chevrolet,2015,clean vehicle,79506,red,west virginia,South,usa
678,3300,chevrolet,2015,clean vehicle,85301,silver,west virginia,South,usa
679,29000,chevrolet,2015,clean vehicle,69377,brown,missouri,Midwest,usa
680,17300,chevrolet,2020,clean vehicle,15577,black,nevada,West,usa
681,30500,chevrolet,2020,clean vehicle,23470,silver,nevada,West,usa
682,25000,chevrolet,2020,clean vehicle,18715,silver,nevada,West,usa
683,2800,chevrolet,2012,clean vehicle,61258,white,illinois,Midwest,usa
684,3300,chevrolet,2012,clean vehicle,131791,no_color,illinois,Midwest,usa
685,36400,chevrolet,2019,clean vehicle,35705,silver,nevada,West,usa
686,34800,chevrolet,2019,clean vehicle,48982,silver,nevada,West,usa
687,20700,chevrolet,2019,clean vehicle,33745,white,nevada,West,usa
688,32200,chevrolet,2019,clean vehicle,42267,silver,nevada,West,usa
689,35300,chevrolet,2019,clean vehicle,46863,black,nevada,West,usa
690,33500,chevrolet,2019,clean vehicle,36443,white,nevada,West,usa
691,13700,chevrolet,2019,clean vehicle,14939,blue,nevada,West,usa
692,15900,chevrolet,2019,clean vehicle,22026,black,nevada,West,usa
693,33200,chevrolet,2019,clean vehicle,38278,black,nevada,West,usa
694,35500,chevrolet,2019,clean vehicle,46149,silver,nevada,West,usa
695,29800,chevrolet,2018,clean vehicle,48427,silver,nevada,West,usa
696,29800,chevrolet,2018,clean vehicle,48807,gray,nevada,West,usa
697,29500,chevrolet,2018,clean vehicle,52618,silver,nevada,West,usa
698,30300,chevrolet,2018,clean vehicle,46494,white,nevada,West,usa
699,24300,chevrolet,2018,clean vehicle,56296,black,new york,Northeast,usa
700,29800,chevrolet,2017,clean vehicle,33909,silver,nevada,West,usa
701,29800,chevrolet,2017,clean vehicle,33028,white,nevada,West,usa
702,27500,chevrolet,2016,clean vehicle,44653,white,nevada,West,usa
703,10800,chevrolet,2017,clean vehicle,80516,gray,new jersey,Northeast,usa
704,11500,chevrolet,2017,clean vehicle,105151,white,new jersey,Northeast,usa
705,10400,chevrolet,2017,clean vehicle,78368,white,new jersey,Northeast,usa
706,11400,chevrolet,2018,clean vehicle,78956,white,florida,South,usa
707,11400,chevrolet,2018,clean vehicle,88564,white,florida,South,usa
708,8000,chevrolet,2015,clean vehicle,78800,white,nevada,West,usa
709,3000,chevrolet,2012,clean vehicle,111856,white,california,West,usa
710,25000,chevrolet,2015,clean vehicle,80946,black,nevada,West,usa
711,12300,chevrolet,2017,clean vehicle,83168,gray,new york,Northeast,usa
712,14100,chevrolet,2017,clean vehicle,58606,white,new york,Northeast,usa
713,9000,chevrolet,2014,clean vehicle,82020,white,nevada,West,usa
714,4200,chevrolet,2014,clean vehicle,102500,black,nevada,West,usa
715,22500,chevrolet,2019,clean vehicle,8150,white,texas,South,usa
716,22600,chevrolet,2019,clean vehicle,6159,white,texas,South,usa
717,22600,chevrolet,2019,clean vehicle,5938,white,texas,South,usa
718,22500,chevrolet,2019,clean vehicle,9019,white,texas,South,usa
719,10200,chevrolet,2018,clean vehicle,45836,white,texas,South,usa
720,42700,chevrolet,2016,clean vehicle,60215,white,texas,South,usa
721,21200,chevrolet,2015,clean vehicle,125507,white,texas,South,usa
722,22700,chevrolet,2016,clean vehicle,90944,white,texas,South,usa
723,22000,chevrolet,2015,clean vehicle,82785,gray,texas,South,usa
724,9600,chevrolet,2014,clean vehicle,150525,white,texas,South,usa
725,10500,chevrolet,2013,clean vehicle,112267,silver,texas,South,usa
726,6700,chevrolet,2013,clean vehicle,139394,white,texas,South,usa
727,14200,chevrolet,2013,clean vehicle,82543,black,texas,South,usa
728,15500,chevrolet,2019,clean vehicle,13532,white,florida,South,usa
729,35100,chevrolet,2018,clean vehicle,14751,blue,kansas,Midwest,usa
730,26300,chevrolet,2018,clean vehicle,11150,gray,kansas,Midwest,usa
731,15700,chevrolet,2016,clean vehicle,91248,white,new jersey,Northeast,usa
732,17600,chevrolet,2016,clean vehicle,65336,white,new jersey,Northeast,usa
733,18600,chevrolet,2016,clean vehicle,48974,white,new jersey,Northeast,usa
734,19100,chevrolet,2016,clean vehicle,40011,white,new jersey,Northeast,usa
735,15200,chevrolet,2019,clean vehicle,37444,black,north carolina,South,usa
736,16100,chevrolet,2019,clean vehicle,43199,white,north carolina,South,usa
737,14800,chevrolet,2019,clean vehicle,43589,charcoal,north carolina,South,usa
738,16700,chevrolet,2019,clean vehicle,32870,charcoal,north carolina,South,usa
739,15300,chevrolet,2019,clean vehicle,38826,charcoal,north carolina,South,usa
740,16500,chevrolet,2019,clean vehicle,33739,charcoal,north carolina,South,usa
741,19600,chevrolet,2019,clean vehicle,35309,white,north carolina,South,usa
742,15200,chevrolet,2019,clean vehicle,32248,red,north carolina,South,usa
743,15000,chevrolet,2019,clean vehicle,36165,silver,north carolina,South,usa
744,15500,chevrolet,2019,clean vehicle,29922,charcoal,north carolina,South,usa
745,15700,chevrolet,2019,clean vehicle,26848,silver,north carolina,South,usa
746,14800,chevrolet,2019,clean vehicle,41163,charcoal,north carolina,South,usa
747,9200,chevrolet,2017,clean vehicle,32856,red,north carolina,South,usa
748,8200,chevrolet,2017,clean vehicle,100315,black,north carolina,South,usa
749,11400,chevrolet,2013,clean vehicle,91638,silver,new jersey,Northeast,usa
750,6500,chevrolet,2015,clean vehicle,83173,white,north carolina,South,usa
751,11500,chevrolet,2014,clean vehicle,94356,gray,north carolina,South,usa
752,23800,chevrolet,2015,clean vehicle,85792,black,florida,South,usa
753,8900,chevrolet,2014,clean vehicle,129068,white,florida,South,usa
754,28300,chevrolet,2019,clean vehicle,27665,red,indiana,Midwest,usa
755,27300,chevrolet,2019,clean vehicle,25427,black,indiana,Midwest,usa
756,3500,chevrolet,2013,clean vehicle,78198,gray,new jersey,Northeast,usa
757,28300,chevrolet,2020,clean vehicle,13886,silver,indiana,Midwest,usa
758,18300,chevrolet,2019,clean vehicle,34538,silver,indiana,Midwest,usa
759,22500,dodge,2018,clean vehicle,20575,silver,wisconsin,Midwest,usa
760,22500,dodge,2018,clean vehicle,26026,gray,wisconsin,Midwest,usa
761,8300,dodge,2012,clean vehicle,99015,gray,wisconsin,Midwest,usa
762,16500,dodge,2019,clean vehicle,27327,gray,nebraska,Midwest,usa
763,14500,dodge,2019,clean vehicle,30229,silver,nebraska,Midwest,usa
764,30000,dodge,2019,clean vehicle,43294,white,ontario,Canada,canada
765,30000,dodge,2019,clean vehicle,54309,orange,ontario,Canada,canada
766,30000,dodge,2019,clean vehicle,52822,white,ontario,Canada,canada
767,30000,dodge,2019,clean vehicle,45554,white,ontario,Canada,canada
768,30000,dodge,2019,clean vehicle,37538,white,ontario,Canada,canada
769,29500,dodge,2019,clean vehicle,35153,red,ontario,Canada,canada
770,21600,dodge,2019,clean vehicle,23783,white,washington,West,usa
771,22600,dodge,2019,clean vehicle,30759,black,washington,West,usa
772,16300,dodge,2019,clean vehicle,38922,gray,washington,West,usa
773,8600,dodge,2012,clean vehicle,165836,blue,washington,West,usa
774,28800,dodge,2019,clean vehicle,19235,no_color,texas,South,usa
775,22100,dodge,2019,clean vehicle,9445,gray,texas,South,usa
776,14300,dodge,2018,clean vehicle,19164,gray,north carolina,South,usa
777,13700,dodge,2018,clean vehicle,54106,white,north carolina,South,usa
778,29500,dodge,2017,clean vehicle,32051,no_color,arizona,West,usa
779,18500,dodge,2017,clean vehicle,14870,gray,texas,South,usa
780,19000,dodge,2016,clean vehicle,32294,blue,colorado,West,usa
781,43400,dodge,2015,clean vehicle,7250,white,arizona,West,usa
782,46000,dodge,2015,clean vehicle,10145,no_color,arizona,West,usa
783,12500,dodge,2018,clean vehicle,59924,silver,texas,South,usa
784,13900,dodge,2017,clean vehicle,21304,black,florida,South,usa
785,13000,dodge,2018,clean vehicle,52079,white,california,West,usa
786,13000,dodge,2018,clean vehicle,54960,white,california,West,usa
787,3000,dodge,2013,clean vehicle,80099,white,texas,South,usa
788,17500,dodge,2019,clean vehicle,23987,black,florida,South,usa
789,7900,dodge,2017,clean vehicle,84144,gray,california,West,usa
790,8900,dodge,2014,clean vehicle,85639,blue,florida,South,usa
791,11500,dodge,2018,clean vehicle,50193,no_color,pennsylvania,Northeast,usa
792,6500,dodge,2017,clean vehicle,74392,black,pennsylvania,Northeast,usa
793,8000,dodge,2017,clean vehicle,76117,black,pennsylvania,Northeast,usa
794,18700,dodge,2018,clean vehicle,36358,gray,new jersey,Northeast,usa
795,8350,dodge,2017,clean vehicle,90685,white,florida,South,usa
796,27900,dodge,2017,clean vehicle,54141,orange,florida,South,usa
797,14500,dodge,2016,clean vehicle,82240,white,pennsylvania,Northeast,usa
798,6200,dodge,2016,clean vehicle,66167,silver,pennsylvania,Northeast,usa
799,7500,dodge,2012,clean vehicle,144220,gray,pennsylvania,Northeast,usa
800,20200,dodge,2019,clean vehicle,24722,black,illinois,Midwest,usa
801,29300,dodge,2019,clean vehicle,41198,silver,illinois,Midwest,usa
802,31000,dodge,2019,clean vehicle,26353,black,illinois,Midwest,usa
803,32400,dodge,2019,clean vehicle,28280,white,illinois,Midwest,usa
804,5800,dodge,2012,clean vehicle,130120,white,minnesota,Midwest,usa
805,21500,dodge,2019,clean vehicle,15340,black,texas,South,usa
806,23100,dodge,2018,clean vehicle,12265,silver,michigan,Midwest,usa
807,4500,dodge,2014,clean vehicle,94872,gray,texas,South,usa
808,24800,dodge,2018,clean vehicle,17946,silver,michigan,Midwest,usa
809,23000,dodge,2018,clean vehicle,26996,gray,michigan,Midwest,usa
810,26900,dodge,2019,clean vehicle,5775,gray,wisconsin,Midwest,usa
811,21500,dodge,2018,clean vehicle,6748,gray,wisconsin,Midwest,usa
812,15700,dodge,2018,clean vehicle,38128,white,wisconsin,Midwest,usa
813,15200,dodge,2018,clean vehicle,41636,silver,wisconsin,Midwest,usa
814,23300,dodge,2018,clean vehicle,5359,blue,wisconsin,Midwest,usa
815,6100,dodge,2015,clean vehicle,70296,white,minnesota,Midwest,usa
816,20000,dodge,2017,clean vehicle,11346,green,wisconsin,Midwest,usa
817,53000,dodge,2017,clean vehicle,7415,no_color,illinois,Midwest,usa
818,3000,dodge,2013,clean vehicle,107593,orange,minnesota,Midwest,usa
819,18200,dodge,2016,clean vehicle,50639,black,new jersey,Northeast,usa
820,21800,dodge,2019,clean vehicle,6530,gray,arizona,West,usa
821,52000,dodge,2016,clean vehicle,17432,blue,illinois,Midwest,usa
822,19000,dodge,2019,clean vehicle,19636,black,arizona,West,usa
823,25000,dodge,2016,clean vehicle,41748,no_color,illinois,Midwest,usa
824,36000,dodge,2016,clean vehicle,13162,red,illinois,Midwest,usa
825,17000,dodge,2019,clean vehicle,32937,white,georgia,South,usa
826,25300,dodge,2015,clean vehicle,23095,red,wisconsin,Midwest,usa
827,14900,dodge,2017,clean vehicle,34432,gray,wisconsin,Midwest,usa
828,15000,dodge,2017,clean vehicle,48162,no_color,wisconsin,Midwest,usa
829,12995,dodge,2014,clean vehicle,68310,gray,massachusetts,Northeast,usa
830,17750,dodge,2014,clean vehicle,48000,black,massachusetts,Northeast,usa
831,10295,dodge,2014,clean vehicle,105962,black,pennsylvania,Northeast,usa
832,16995,dodge,2014,clean vehicle,96575,gray,connecticut,Northeast,usa
833,25000,dodge,2014,clean vehicle,13239,toreador red,new york,Northeast,usa
834,23995,dodge,2014,clean vehicle,24934,bright white clearcoat,rhode island,Northeast,usa
835,14900,dodge,2014,clean vehicle,46859,billet silver metallic clearcoat,new jersey,Northeast,usa
836,15810,dodge,2014,clean vehicle,44468,black clearcoat,new york,Northeast,usa
837,20227,dodge,2014,clean vehicle,62230,jazz blue pearlcoat,new york,Northeast,usa
838,20999,dodge,2014,clean vehicle,37082,silver,new york,Northeast,usa
839,22499,dodge,2014,clean vehicle,23964,bright white clearcoat,new jersey,Northeast,usa
840,23495,dodge,2014,clean vehicle,11204,black clearcoat,new york,Northeast,usa
841,25250,dodge,2014,clean vehicle,7608,billet silver metallic clearcoat,new york,Northeast,usa
842,15322,dodge,2014,clean vehicle,49982,billet silver metallic clearcoat,new jersey,Northeast,usa
843,21232,dodge,2019,clean vehicle,4950,gray,texas,South,usa
844,5800,dodge,2013,clean vehicle,111628,white,wisconsin,Midwest,usa
845,29000,dodge,2012,clean vehicle,15927,black,illinois,Midwest,usa
846,17000,dodge,2018,clean vehicle,36299,gray,new jersey,Northeast,usa
847,13800,dodge,2018,clean vehicle,28469,red,florida,South,usa
848,30000,dodge,2019,clean vehicle,29086,gray,missouri,Midwest,usa
849,14800,dodge,2017,clean vehicle,35991,gray,florida,South,usa
850,8500,dodge,2017,clean vehicle,62224,black,missouri,Midwest,usa
851,9800,dodge,2013,clean vehicle,86500,white,missouri,Midwest,usa
852,4200,dodge,2014,clean vehicle,144725,gray,nevada,West,usa
853,2500,dodge,2013,salvage insurance,163260,red,tennessee,South,usa
854,28700,dodge,2018,clean vehicle,19636,blue,california,West,usa
855,18500,dodge,2018,clean vehicle,34272,gray,california,West,usa
856,17300,dodge,2018,clean vehicle,42909,no_color,california,West,usa
857,7100,dodge,2016,clean vehicle,55749,gray,louisiana,South,usa
858,3250,dodge,2015,salvage insurance,89142,white,minnesota,Midwest,usa
859,30700,dodge,2017,clean vehicle,20328,no_color,california,West,usa
860,3000,dodge,2012,clean vehicle,149332,gray,missouri,Midwest,usa
861,26500,dodge,2019,clean vehicle,28551,gray,california,West,usa
862,20800,dodge,2019,clean vehicle,35098,gray,california,West,usa
863,20800,dodge,2019,clean vehicle,35365,gray,california,West,usa
864,5100,dodge,2015,clean vehicle,88398,white,california,West,usa
865,18900,dodge,2019,clean vehicle,27957,black,california,West,usa
866,24000,dodge,2019,clean vehicle,30161,silver,california,West,usa
867,38800,dodge,2015,clean vehicle,26292,white,california,West,usa
868,24500,dodge,2019,clean vehicle,25780,white,california,West,usa
869,24500,dodge,2019,clean vehicle,25032,black,california,West,usa
870,6500,dodge,2016,clean vehicle,72248,blue,new jersey,Northeast,usa
871,24000,dodge,2019,clean vehicle,30630,gray,california,West,usa
872,18000,dodge,2014,clean vehicle,86125,no_color,california,West,usa
873,24000,dodge,2019,clean vehicle,30408,white,california,West,usa
874,23500,dodge,2019,clean vehicle,35443,silver,california,West,usa
875,4500,dodge,2014,clean vehicle,95377,white,california,West,usa
876,25900,dodge,2019,clean vehicle,32724,silver,california,West,usa
877,13900,dodge,2019,clean vehicle,45089,gray,california,West,usa
878,14200,dodge,2019,clean vehicle,35948,silver,california,West,usa
879,15400,dodge,2019,clean vehicle,41601,blue,california,West,usa
880,17500,dodge,2019,clean vehicle,26370,gray,texas,South,usa
881,17500,dodge,2019,clean vehicle,18271,white,texas,South,usa
882,18000,dodge,2019,clean vehicle,9476,white,texas,South,usa
883,25200,dodge,2012,clean vehicle,80899,gray,new jersey,Northeast,usa
884,14100,dodge,2018,clean vehicle,57394,black,texas,South,usa
885,13300,dodge,2018,clean vehicle,42190,white,california,West,usa
886,16200,dodge,2019,clean vehicle,22591,black,oklahoma,South,usa
887,13300,dodge,2018,clean vehicle,48681,gray,california,West,usa
888,13100,dodge,2018,clean vehicle,42621,silver,california,West,usa
889,15500,dodge,2017,clean vehicle,27761,silver,california,West,usa
890,4500,dodge,2013,salvage insurance,107768,white,california,West,usa
891,28400,dodge,2019,clean vehicle,14355,gray,colorado,West,usa
892,17400,dodge,2019,clean vehicle,9467,gray,colorado,West,usa
893,6000,dodge,2014,clean vehicle,122837,silver,florida,South,usa
894,20700,dodge,2019,clean vehicle,18313,gray,virginia,South,usa
895,20300,dodge,2019,clean vehicle,19506,black,virginia,South,usa
896,14000,dodge,2018,clean vehicle,14750,black,oklahoma,South,usa
897,22000,dodge,2019,clean vehicle,11280,green,virginia,South,usa
898,17200,dodge,2019,clean vehicle,13944,blue,virginia,South,usa
899,15000,dodge,2016,clean vehicle,26922,blue,oklahoma,South,usa
900,17500,dodge,2019,clean vehicle,12690,gray,virginia,South,usa
901,1300,dodge,2013,salvage insurance,239822,gray,michigan,Midwest,usa
902,1750,dodge,2014,salvage insurance,74975,red,nevada,West,usa
903,16300,dodge,2019,clean vehicle,28289,red,florida,South,usa
904,15700,dodge,2019,clean vehicle,38041,red,florida,South,usa
905,10000,dodge,2017,clean vehicle,52386,silver,florida,South,usa
906,23100,dodge,2019,clean vehicle,34391,white,florida,South,usa
907,14900,dodge,2019,clean vehicle,39515,red,florida,South,usa
908,16700,dodge,2019,clean vehicle,22074,orange,virginia,South,usa
909,16300,dodge,2019,clean vehicle,28782,white,florida,South,usa
910,25800,dodge,2019,clean vehicle,30092,red,north carolina,South,usa
911,23800,dodge,2019,clean vehicle,26443,black,north carolina,South,usa
912,16800,dodge,2019,clean vehicle,28981,red,north carolina,South,usa
913,15500,dodge,2019,clean vehicle,32865,white,north carolina,South,usa
914,6000,dodge,2014,clean vehicle,117258,blue,florida,South,usa
915,26900,dodge,2019,clean vehicle,16397,white,arizona,West,usa
916,16900,dodge,2019,clean vehicle,16176,white,arizona,West,usa
917,19500,dodge,2019,clean vehicle,1091,gray,arizona,West,usa
